Sample	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
H3K4_A_R2_2	141.0	180.0	168.0	172.0	200.0	186.0	220.0	288.0	262.0	274.0	280.0	339.0	435.0	455.0	583.0	631.0	548.0	623.0	757.0	891.0	1110.0	1185.0	1345.0	1808.0	2844.0	11841.0	42926.0	206058.0	677240.0	2089410.0	5287584.0
H3K4_A_R3_1	85.0	85.0	92.0	120.0	153.0	196.0	180.0	244.0	242.0	243.0	286.0	333.0	296.0	351.0	403.0	457.0	474.0	575.0	719.0	876.0	1311.0	1611.0	1742.0	2478.0	4008.0	16738.0	62559.0	302408.0	997358.0	3110353.0	7801600.0
H3K4_A_R3_2	206.0	198.0	235.0	248.0	269.0	266.0	292.0	335.0	375.0	355.0	462.0	438.0	499.0	510.0	573.0	650.0	695.0	765.0	979.0	1163.0	1417.0	1663.0	1842.0	2564.0	4335.0	17617.0	64181.0	305658.0	1002037.0	3108677.0	7789072.0
H3K4_A_R4_1	46.0	76.0	70.0	67.0	110.0	126.0	116.0	151.0	176.0	191.0	168.0	222.0	247.0	296.0	303.0	372.0	401.0	444.0	503.0	660.0	1076.0	1153.0	1319.0	1816.0	2992.0	12088.0	45160.0	217589.0	715948.0	2263139.0	5650974.0
H3K4_A_R4_2	114.0	152.0	149.0	148.0	195.0	201.0	194.0	229.0	253.0	289.0	242.0	308.0	367.0	397.0	402.0	496.0	510.0	582.0	667.0	900.0	1018.0	1214.0	1377.0	1895.0	3073.0	12360.0	46288.0	219002.0	717868.0	2258217.0	5648892.0
H3K4_N_R1_1	104.0	140.0	136.0	155.0	156.0	129.0	215.0	266.0	226.0	274.0	302.0	410.0	380.0	478.0	622.0	645.0	778.0	870.0	1037.0	1231.0	1988.0	2352.0	2978.0	3793.0	4744.0	11682.0	37019.0	177655.0	617336.0	1903310.0	5086341.0
H3K4_N_R1_2	170.0	221.0	205.0	233.0	229.0	200.0	282.0	338.0	303.0	387.0	407.0	534.0	517.0	608.0	774.0	820.0	930.0	1034.0	1205.0	1421.0	1701.0	1888.0	2039.0	2721.0	3897.0	11472.0	37655.0	177775.0	616177.0	1892939.0	5098670.0
H3K4_N_R2_1	79.0	86.0	110.0	99.0	121.0	144.0	181.0	233.0	203.0	244.0	287.0	325.0	358.0	446.0	551.0	602.0	701.0	885.0	1020.0	1257.0	1655.0	1787.0	2044.0	2736.0	3778.0	12511.0	43610.0	210130.0	707489.0	2160068.0	5646869.0
H3K4_N_R2_2	175.0	160.0	203.0	218.0	199.0	210.0	251.0	327.0	279.0	323.0	396.0	421.0	473.0	546.0	670.0	721.0	832.0	1001.0	1132.0	1444.0	1711.0	1807.0	2026.0	2667.0	3933.0	13014.0	44525.0	209089.0	708026.0	2158741.0	5645089.0
H3K4_N_R3_1	102.0	129.0	123.0	138.0	144.0	189.0	201.0	228.0	248.0	292.0	364.0	418.0	529.0	551.0	602.0	852.0	916.0	1081.0	1235.0	1537.0	2163.0	2518.0	2895.0	3548.0	5060.0	15036.0	51669.0	249454.0	858757.0	2629672.0	7012942.0
H3K4_N_R3_2	194.0	198.0	203.0	219.0	230.0	260.0	271.0	339.0	345.0	398.0	457.0	540.0	656.0	667.0	739.0	978.0	1052.0	1262.0	1421.0	1698.0	2069.0	2339.0	2566.0	3283.0	4752.0	15476.0	52867.0	249721.0	861989.0	2624445.0	7011959.0
H3K4_N_R4_1	57.0	73.0	67.0	87.0	109.0	92.0	103.0	164.0	129.0	174.0	181.0	237.0	259.0	285.0	379.0	405.0	538.0	591.0	679.0	832.0	1114.0	1469.0	1452.0	2017.0	2744.0	9312.0	32813.0	157590.0	526661.0	1634261.0	4175837.0
H3K4_N_R4_2	97.0	109.0	140.0	152.0	140.0	146.0	163.0	214.0	186.0	216.0	240.0	296.0	351.0	387.0	455.0	542.0	632.0	701.0	758.0	925.0	1139.0	1329.0	1524.0	1878.0	2806.0	9584.0	33665.0	158045.0	525862.0	1631471.0	4176558.0
IgG_A_R1_1	664.0	723.0	793.0	917.0	960.0	1090.0	1347.0	1597.0	1636.0	1892.0	2137.0	2405.0	2705.0	2900.0	3062.0	3399.0	3847.0	4682.0	5650.0	7193.0	8712.0	9886.0	11150.0	15602.0	22813.0	73944.0	244708.0	1134607.0	3691099.0	11411529.0	29261789.0
IgG_A_R1_2	744.0	817.0	900.0	1034.0	1042.0	1178.0	1437.0	1708.0	1736.0	2033.0	2263.0	2517.0	2780.0	3037.0	3246.0	3568.0	4042.0	4877.0	5865.0	7466.0	8855.0	10083.0	11433.0	15766.0	23173.0	75000.0	246226.0	1138767.0	3695861.0	11418486.0	29239498.0
IgG_N_R1_1	333.0	370.0	412.0	428.0	532.0	591.0	682.0	949.0	909.0	1071.0	1129.0	1356.0	1626.0	1900.0	2212.0	2417.0	2931.0	3338.0	3812.0	4686.0	5684.0	6305.0	7082.0	9207.0	14681.0	57420.0	218264.0	1051884.0	3518385.0	11228406.0	29439711.0
IgG_N_R1_2	689.0	727.0	784.0	852.0	878.0	913.0	996.0	1267.0	1253.0	1433.0	1577.0	1848.0	2162.0	2461.0	2771.0	3131.0	3527.0	4089.0	4574.0	5693.0	6690.0	7626.0	8127.0	10676.0	16715.0	60951.0	224221.0	1052345.0	3511726.0	11169559.0	29478452.0
nH3K27_A_R1_1	48.0	57.0	70.0	114.0	105.0	195.0	278.0	335.0	430.0	534.0	571.0	713.0	916.0	1228.0	1740.0	2487.0	3746.0	4425.0	4845.0	5243.0	5555.0	5643.0	6231.0	7398.0	10568.0	27543.0	85905.0	392982.0	1156359.0	3798971.0	8995768.0
nH3K27_A_R1_2	159.0	173.0	181.0	215.0	228.0	308.0	372.0	447.0	538.0	661.0	708.0	860.0	1082.0	1402.0	1934.0	2650.0	3918.0	4657.0	5100.0	5525.0	5756.0	5956.0	6572.0	7860.0	11105.0	28949.0	88011.0	396099.0	1160448.0	3810860.0	8968269.0
nH3K27_A_R2_1	42.0	68.0	53.0	94.0	134.0	185.0	275.0	330.0	446.0	515.0	547.0	749.0	978.0	1283.0	1783.0	2710.0	3584.0	4510.0	4976.0	5232.0	5594.0	5568.0	6471.0	7466.0	10679.0	27939.0	86830.0	395565.0	1146694.0	3794358.0	8844323.0
nH3K27_A_R2_2	148.0	189.0	194.0	215.0	246.0	296.0	363.0	443.0	558.0	602.0	701.0	899.0	1127.0	1413.0	1961.0	2918.0	3775.0	4673.0	5186.0	5361.0	5883.0	5974.0	6732.0	7960.0	11215.0	29065.0	88477.0	399154.0	1151598.0	3804711.0	8817944.0
nH3K27_A_R3_1	36.0	72.0	64.0	90.0	128.0	158.0	250.0	321.0	379.0	516.0	528.0	687.0	912.0	1252.0	1647.0	2487.0	3668.0	4408.0	4831.0	5135.0	5420.0	5324.0	5851.0	7168.0	10062.0	25670.0	78879.0	353752.0	1028664.0	3401560.0	7973473.0
nH3K27_A_R3_2	126.0	181.0	197.0	203.0	232.0	247.0	382.0	437.0	488.0	616.0	653.0	856.0	1079.0	1414.0	1895.0	2769.0	3857.0	4643.0	5084.0	5366.0	5630.0	5594.0	6177.0	7533.0	10467.0	26467.0	79484.0	354382.0	1030802.0	3405510.0	7960621.0
nH3K27_N_R1_1	26.0	26.0	48.0	78.0	92.0	115.0	177.0	216.0	222.0	244.0	285.0	359.0	457.0	591.0	811.0	1114.0	1575.0	1732.0	1836.0	2044.0	2225.0	2425.0	2838.0	3607.0	5372.0	15767.0	53743.0	254294.0	877405.0	2930413.0	7720348.0
nH3K27_N_R1_2	99.0	100.0	118.0	134.0	149.0	180.0	229.0	273.0	273.0	328.0	374.0	464.0	544.0	686.0	876.0	1233.0	1671.0	1855.0	2000.0	2191.0	2375.0	2571.0	2989.0	3873.0	5923.0	16351.0	54575.0	256206.0	878642.0	2916816.0	7726387.0
nH3K27_N_R2_1	29.0	34.0	43.0	59.0	99.0	133.0	189.0	221.0	252.0	278.0	312.0	447.0	514.0	698.0	901.0	1268.0	1779.0	2067.0	2238.0	2390.0	2616.0	2595.0	3205.0	4128.0	6136.0	17828.0	61371.0	290899.0	959599.0	3283455.0	8344281.0
nH3K27_N_R2_2	110.0	98.0	151.0	149.0	166.0	192.0	254.0	310.0	331.0	386.0	391.0	536.0	639.0	808.0	1021.0	1433.0	1874.0	2212.0	2387.0	2623.0	2762.0	2769.0	3526.0	4359.0	6670.0	18930.0	63201.0	293088.0	959192.0	3273405.0	8346091.0
nH3K27_N_R3_1	32.0	56.0	55.0	99.0	114.0	150.0	225.0	332.0	325.0	378.0	403.0	563.0	680.0	903.0	1130.0	1688.0	2324.0	2573.0	2761.0	3066.0	3176.0	3437.0	4074.0	5181.0	7464.0	21412.0	72220.0	338510.0	1120908.0	3813756.0	9722467.0
nH3K27_N_R3_2	137.0	151.0	162.0	204.0	193.0	249.0	326.0	429.0	449.0	461.0	515.0	693.0	855.0	1113.0	1377.0	2073.0	2515.0	2813.0	3021.0	3300.0	3356.0	3588.0	4403.0	5551.0	7920.0	22091.0	73411.0	339389.0	1118190.0	3789860.0	9741667.0
nH3K4_A_R1_1	53.0	58.0	69.0	103.0	154.0	196.0	291.0	422.0	445.0	528.0	640.0	859.0	1066.0	1354.0	2041.0	2738.0	4006.0	4890.0	5462.0	5640.0	5986.0	6125.0	6879.0	7983.0	11542.0	30349.0	92231.0	416722.0	1206970.0	4003673.0	9247134.0
nH3K4_A_R1_2	165.0	191.0	200.0	249.0	263.0	281.0	416.0	553.0	556.0	677.0	796.0	1012.0	1222.0	1537.0	2253.0	2946.0	4235.0	5132.0	5691.0	5831.0	6209.0	6339.0	7225.0	8438.0	12146.0	31490.0	93941.0	418802.0	1208350.0	4008568.0	9230895.0
nH3K4_A_R2_1	36.0	47.0	69.0	101.0	122.0	142.0	219.0	312.0	420.0	425.0	470.0	655.0	784.0	1101.0	1573.0	2227.0	3286.0	4038.0	4419.0	4602.0	4728.0	4880.0	5488.0	6867.0	9682.0	26433.0	83406.0	379637.0	1067959.0	3602729.0	8065909.0
nH3K4_A_R2_2	151.0	133.0	174.0	193.0	199.0	240.0	315.0	414.0	525.0	541.0	574.0	782.0	929.0	1289.0	1770.0	2383.0	3422.0	4282.0	4607.0	4715.0	5032.0	5070.0	5766.0	7302.0	10104.0	27031.0	85422.0	381014.0	1069684.0	3606971.0	8051732.0
nH3K4_A_R3_1	24.0	32.0	42.0	68.0	80.0	127.0	178.0	220.0	269.0	273.0	383.0	441.0	565.0	669.0	980.0	1417.0	2286.0	2899.0	3089.0	3257.0	3421.0	3467.0	3965.0	4758.0	7047.0	20777.0	67520.0	309225.0	859155.0	2949315.0	6538468.0
nH3K4_A_R3_2	94.0	104.0	112.0	152.0	157.0	191.0	245.0	273.0	346.0	367.0	435.0	529.0	695.0	786.0	1085.0	1560.0	2366.0	2993.0	3261.0	3428.0	3643.0	3643.0	4150.0	5103.0	7317.0	21577.0	68661.0	310130.0	861381.0	2953779.0	6525854.0
nH3K4_N_R1_1	34.0	59.0	61.0	87.0	102.0	146.0	209.0	264.0	279.0	349.0	353.0	474.0	553.0	755.0	984.0	1330.0	1834.0	2068.0	2143.0	2442.0	2750.0	3017.0	3364.0	4420.0	6550.0	19381.0	66659.0	313664.0	1078709.0	3596041.0	9390932.0
nH3K4_N_R1_2	117.0	128.0	155.0	176.0	195.0	219.0	297.0	358.0	383.0	433.0	459.0	590.0	674.0	890.0	1156.0	1550.0	2038.0	2234.0	2359.0	2697.0	2948.0	3194.0	3621.0	4824.0	6963.0	20441.0	67929.0	315766.0	1074253.0	3585412.0	9397554.0
nH3K4_N_R2_1	37.0	45.0	70.0	108.0	122.0	162.0	206.0	259.0	326.0	340.0	405.0	514.0	633.0	823.0	1120.0	1504.0	2104.0	2343.0	2638.0	2846.0	3167.0	3279.0	3829.0	5138.0	7410.0	21617.0	73119.0	342013.0	1152233.0	3833567.0	9920322.0
nH3K4_N_R2_2	124.0	147.0	167.0	218.0	219.0	278.0	298.0	355.0	418.0	458.0	535.0	649.0	788.0	984.0	1276.0	1679.0	2245.0	2562.0	2779.0	3062.0	3416.0	3538.0	4107.0	5420.0	7810.0	22950.0	74329.0	343433.0	1151493.0	3817683.0	9928879.0
nH3K4_N_R3_1	37.0	57.0	54.0	85.0	128.0	150.0	163.0	274.0	280.0	315.0	386.0	479.0	563.0	860.0	1068.0	1406.0	2031.0	2305.0	2418.0	2776.0	2971.0	3211.0	3771.0	4756.0	6921.0	20784.0	71881.0	334841.0	1107914.0	3725148.0	9502730.0
nH3K4_N_R3_2	128.0	137.0	161.0	181.0	201.0	212.0	267.0	354.0	403.0	425.0	492.0	565.0	683.0	1011.0	1213.0	1587.0	2160.0	2465.0	2641.0	3000.0	3202.0	3499.0	4114.0	5100.0	7476.0	21944.0	72628.0	336115.0	1110768.0	3711041.0	9506590.0
nIgG_A_R1_1	83.0	122.0	140.0	224.0	230.0	407.0	547.0	757.0	881.0	1063.0	1205.0	1452.0	1924.0	2682.0	3692.0	5372.0	7823.0	9655.0	10639.0	10865.0	11565.0	11594.0	13014.0	15946.0	22909.0	59065.0	183585.0	829435.0	2405262.0	8040320.0	18728966.0
nIgG_A_R1_2	304.0	350.0	408.0	425.0	455.0	600.0	718.0	958.0	1132.0	1333.0	1484.0	1727.0	2256.0	2952.0	4054.0	5780.0	8252.0	9990.0	11037.0	11324.0	12037.0	12186.0	13732.0	16882.0	23859.0	61416.0	187517.0	833855.0	2414390.0	8056804.0	18683207.0
nIgG_N_R1_1	67.0	83.0	121.0	150.0	194.0	298.0	422.0	587.0	631.0	644.0	778.0	919.0	1169.0	1583.0	2086.0	2937.0	3955.0	4812.0	4909.0	5398.0	5551.0	6200.0	7292.0	8865.0	12917.0	35034.0	116092.0	541342.0	1830787.0	6198587.0	16944340.0
nIgG_N_R1_2	226.0	242.0	263.0	307.0	367.0	435.0	553.0	708.0	755.0	819.0	868.0	1067.0	1406.0	1798.0	2290.0	3225.0	4208.0	5124.0	5295.0	5732.0	5920.0	6500.0	7718.0	9444.0	13838.0	36548.0	118004.0	539079.0	1813268.0	6154414.0	16998329.0
