Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
H3K27_A_R1_1	33.128449490967355	33.142219903362495	32.91068876991421	33.07445489428342	33.1225793730543	33.212295847811305	33.18278277312406	33.21809077399957	33.234130653366876	33.01965126045776	33.24510735433963	33.23885369408795	33.22679090835234	33.22836057594602	33.22362527219687	33.22027746553222	33.23640447694111	33.227759364859054	33.21876637003316	33.22000509722443	33.21223722234328	33.2069731406709	33.20082708764478	33.21311375949324	33.192371240335426	33.26162740178239	33.251088177888896	33.247059599987	33.243923836145065	33.232811869769094	33.23959541457371	33.22566830180038	33.24759374224109	33.25193311977685	33.239431916675606	33.23532232851777	33.23750088467637	33.22334408676953	33.223600420677435	33.222232365053465	33.21766101848145	33.22123420584284	33.215881144124566	33.228085339423814	33.23241331938439	33.217151854856304	33.2180779302391	33.26011856075368	33.309317749957394	33.76032615272554
H3K27_A_R1_2	32.657595360573765	32.99083524210324	32.74445116132086	32.93394640943782	32.95239177857554	33.03503474511175	33.010741041071384	33.04722984246607	33.07334734922143	33.061863507495495	33.08830049840335	33.076980755355734	33.086147368842276	33.07978447082735	33.065289087575046	33.07210539491751	33.08069855048588	33.09350405619823	33.0882170775413	33.06791208473817	33.06336907699669	33.05927257503699	33.06977072914874	33.05288420848123	33.03058858726518	33.13158596486302	33.16185888410344	33.1337078586409	33.152915754190666	33.14199670564202	33.13489467292322	33.14219097440077	33.1312087870053	33.13730878313396	33.14102805601357	32.56900479532113	33.11997699326772	33.12676518819795	33.108209446491905	33.122031870750625	33.112585883746966	33.10857134551609	33.09904333604764	33.097074522220964	33.10131651720659	33.097990448880914	33.10679250023514	33.11674269426416	33.19010607554312	33.730898450381495
H3K27_A_R2_1	33.15124530285931	33.14683915778059	32.927445669661346	33.089332809865155	33.1391283679008	33.232330465631854	33.20604044266749	33.23662100429011	33.25418785337881	33.038139321141244	33.265928311638056	33.26042124215427	33.24950169025801	33.249892995676205	33.24335439443327	33.24043875156008	33.25652848748074	33.249504281684615	33.23897056441704	33.24045242853385	33.233899839942296	33.22943057440264	33.219448637011865	33.23129803155436	33.21267702857271	33.27975819393265	33.26749439273516	33.26219796866281	33.25914632719663	33.247484281936664	33.249843535824695	33.238681380077	33.257135015339195	33.26414687866986	33.25289859945849	33.250442004342524	33.25212973932711	33.2380941544326	33.24134594775851	33.23723244764734	33.22871532463203	33.23500633360928	33.22504844990913	33.2394553148972	33.24285061133201	33.22807431203668	33.23303457357186	33.27522423370704	33.32331305649551	33.7642972006166
H3K27_A_R2_2	32.85050678946573	33.083143763278365	32.84230708376542	33.02384659560687	33.04360291224523	33.120944327374346	33.08961369171612	33.12279388613358	33.149399199335555	33.13647532292415	33.16111100793394	33.14960694536884	33.15811762226243	33.14955511683663	33.13739470349832	33.143754784241416	33.14839314993807	33.16166787671892	33.155859769843886	33.14074513016952	33.13282306382842	33.131377154176704	33.13935849169883	33.12437928133811	33.10342709067866	33.191134977451924	33.22170464703199	33.192776991498825	33.21063863335443	33.202205352935955	33.19478579688398	33.201951083227065	33.19064237502798	33.195992010810684	33.19746620355223	32.63047008192739	33.18059596546154	33.18463830146792	33.170422471085125	33.18033430831459	33.17399840434148	33.1701663939126	33.15894079068481	33.1576449529603	33.162291140189936	33.160970998480266	33.1692607758292	33.17751538740178	33.24697826448156	33.74679368889875
H3K27_A_R3_1	33.12440933995112	33.1262513422114	32.89100157608816	33.06779450277295	33.115201318032106	33.21449122458585	33.18521713196385	33.219427047940634	33.231116824322456	33.014548684578955	33.24310301867218	33.23548235807456	33.22656777004995	33.227826551722366	33.22017969759067	33.21759167695481	33.23700721963427	33.22753908597497	33.2188300674583	33.2205958100624	33.21456805404118	33.20751731628483	33.20067928642266	33.21173261457331	33.191939630704425	33.25864260106276	33.24884751713523	33.24225061994875	33.241829691501685	33.230253678875926	33.23073962822069	33.219444334826385	33.239389858134594	33.247268635200996	33.23658153656044	33.233077987505965	33.231145665407254	33.21916168757051	33.21973647210159	33.218485541874216	33.210065955317	33.21694621214842	33.20617062791004	33.220460711285966	33.22219567790659	33.208748746175765	33.210848802595024	33.25396511263865	33.30213473372427	33.758875794531214
H3K27_A_R3_2	32.67294322319394	32.99553416822184	32.74041528024678	32.93879980232171	32.955645228806326	33.04383786335032	33.01417667008233	33.050188966454535	33.073266630448856	33.0609909809694	33.086699271537924	33.0766122741906	33.08554907698462	33.0773805073356	33.06557501521463	33.07140506592896	33.077428086729775	33.0911166950126	33.086039128166455	33.07014512378351	33.065463405859724	33.058898396653696	33.06856697216587	33.054339785180126	33.03092849994127	33.12859533795155	33.1606572717877	33.129309492922026	33.14695921200193	33.138170859517494	33.12992234878509	33.13695078355701	33.12463591033527	33.13311311830582	33.13600840785249	32.56527938947276	33.11603564366519	33.1209531836346	33.10659378749854	33.118825182974135	33.109263991775485	33.107224203106185	33.094472040040394	33.09370096059749	33.0998273872049	33.098542758159425	33.106399521291046	33.11329510748198	33.18919951734606	33.729025787145254
H3K27_A_R4_1	33.0874039919996	33.13124522344411	32.92318665455615	33.07163171287758	33.12134985029454	33.20999416514532	33.18309085181743	33.21504717022867	33.22892238425501	33.00686986827956	33.2410068982196	33.23445926461803	33.22540701036907	33.22745135012715	33.22117847700684	33.217265042922286	33.235329022346455	33.22570783884613	33.215720371463235	33.216216424492764	33.209424369187055	33.20513667256819	33.196440181977295	33.21022340544358	33.19058257373687	33.262742516092416	33.25111803029907	33.24457428015932	33.242739658354324	33.231905654465436	33.23310704020733	33.22001252624145	33.24238455868513	33.24771916308394	33.23758032798867	33.23208738973288	33.2366060704808	33.22321046846869	33.22344382660938	33.220453984056824	33.21374184022307	33.21784137705939	33.20795883551394	33.221127260687794	33.22437460130222	33.213426772056856	33.217032328719604	33.25643835049902	33.303578873451045	33.759543664816974
H3K27_A_R4_2	32.64161747918104	32.99743458574196	32.76598332047851	32.94220563595778	32.964433073893346	33.04380327111486	33.020893879187014	33.05771711144154	33.084726789803376	33.06996240975978	33.0961137470337	33.08525290665288	33.09604962356958	33.08988311548322	33.07509342855319	33.085468110326225	33.09031162005649	33.102939756386014	33.099184252494986	33.08031920546271	33.07398257758239	33.072889698055576	33.08390958357754	33.06342691944129	33.0414935749806	33.14355561547806	33.17200580572736	33.14244156615271	33.160165553414004	33.15163686348361	33.14273759082841	33.151703840574164	33.13955450876458	33.146938561852636	33.14890550618644	32.56830073882576	33.12907656458987	33.13513066346959	33.11722996146642	33.12976640037049	33.122222810491024	33.117935203250894	33.10661815657525	33.10550965389344	33.108254340319306	33.10792307026429	33.11574710735395	33.12232418582559	33.198161814972835	33.73242147465932
H3K27_N_R1_1	33.184613663595506	33.14449035205856	32.899921768774476	33.077298254630236	33.11736713660032	33.209839813183294	33.18113332883262	33.22128761410099	33.238485101860725	33.02012615931594	33.248250096943266	33.24157961820215	33.23201505022631	33.23310409263732	33.227976436508285	33.22567926821402	33.24187988296741	33.23530337792599	33.22480598941751	33.22495379125239	33.21896171692296	33.21346589354661	33.206712056150224	33.21750197125427	33.19954394440723	33.268476225769426	33.25555152398594	33.24893883900736	33.252190190275385	33.23682985922902	33.239156557519486	33.22647495374197	33.249036247907156	33.255161124298034	33.243083742926565	33.237575679266044	33.240709724237156	33.22929519237532	33.22860607417441	33.22860378000125	33.22186457335606	33.22295638472644	33.21536956275624	33.22575718376221	33.228726001392324	33.21735728008338	33.224383667764485	33.26420573693357	33.313484226523265	33.7612910781316
H3K27_N_R1_2	32.81175850052257	33.05057859982796	32.77451604672342	32.97645425052065	32.99076922660547	33.066416100205736	33.0386840855314	33.08096202605492	33.10514574418675	33.0939418238145	33.119416063969474	33.10859149662815	33.1166741369493	33.10848068284147	33.0964935480665	33.10501643637597	33.109840519865514	33.12377599256149	33.11878395927586	33.09990426711265	33.09529317364969	33.090996055234235	33.10330120269966	33.08363356349538	33.0631251721761	33.158066195962945	33.189363965644816	33.16026986230556	33.18019237176625	33.17028085222089	33.163241883800026	33.169368307314116	33.15984538411168	33.16510716312655	33.16881133311154	32.594591345792196	33.149404192181436	33.15499551748182	33.135851117428906	33.15077278828612	33.14492197199333	33.13819107128715	33.12894954228224	33.12519786240443	33.12951758141003	33.12808293417792	33.135878936038374	33.14323800147459	33.21890324803366	33.73803040128157
