Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
nH3K27_A_R1	69.93092395823354	11.677255544262374	2.2688449885721114	0.7189972906390132	0.4504195024880753	0.37489197463987856	0.3113725162676287	0.2755879644461853	0.2404945438588879	4.383239352725716	3.5038030392541004	3.2062891553803903	0.6917213289067347	1.1201335748041081	0.09614330123512468	0.7498819642861184
nH3K27_A_R2	71.02462305829637	12.18962594601308	2.4080997046378636	0.8010369819403778	0.4530264163327967	0.368133032827287	0.3216717800251711	0.25618835204578083	0.2512803883195123	4.511121516926591	2.9528258131406666	1.9045497871877912	0.624428444984345	1.1325023727475902	0.1392354919833401	0.6616509125913195
nH3K27_A_R3	70.14362908923721	12.43730674087497	2.5229323223146674	0.8356873001541719	0.5162461810481779	0.3606297981773528	0.33872541926520805	0.3323512652509489	0.2804820434953693	4.738521591051059	3.113441015794843	2.0631247564280537	0.7403449298783253	0.9840900369286656	0.09169258708140109	0.500794923019722
nH3K27_N_R1	46.992804357134474	8.944581780606782	1.9346578629628957	0.6935236871401029	0.44593439228764203	0.35401888306266277	0.28400083085289285	0.25018828578890984	0.22527794183943772	3.0859177232499237	2.788952343997298	29.226919181791942	2.9019177963799914	1.0416656621113727	0.2295608591933139	0.600078411600367
nH3K27_N_R2	49.82022232468674	10.041776666477361	2.3515438341918533	0.8048045731481889	0.48247783197196104	0.3891179687882762	0.3290710101651278	0.30040041947138063	0.26234784826205965	3.308546598405397	2.557465629342392	25.395630611107162	2.0073273842890504	1.1320956625151812	0.0	0.8171716371779331
nH3K27_N_R3	48.18653252026495	10.67962880193218	2.5631649478240246	0.833932679803801	0.4535278561338723	0.337881626275642	0.3289522475276204	0.285192881726038	0.2402188671630369	2.992740426572152	2.085215337416074	25.618491833346823	3.0005328143421788	1.5015153750514127	0.18832786953315117	0.7041439150870166
nH3K4_A_R1	70.45516112342385	13.398473886677081	2.8227192072643543	0.8656241142370862	0.5195843825934113	0.41801653890060414	0.357828843508408	0.2893080480954268	0.2637260747102138	4.963822620828493	1.541952722450513	1.2369330271241918	0.8640719559515189	1.2565397849374649	0.13796507584915083	0.6082725934481501
nH3K4_A_R2	71.65542381751972	14.286679255165243	2.9744614520644514	0.8548677108643296	0.5534387705776492	0.3780593402878663	0.3924874294108489	0.32681155224755004	0.32024138479821945	3.647722295127577	0.5949679756817637	1.2593186844299145	0.6592398997369101	1.2467269593522883	0.3147369205043532	0.53481655223139
nH3K4_A_R3	73.34242408114076	13.81186277475826	2.8687528512175855	0.9417204300341467	0.6114478234923308	0.43282507548215315	0.36555386214847635	0.31853375940270834	0.2639840761066135	2.7273985618692946	0.5298913588421282	1.325080336381527	0.6305412280046744	1.168411647485706	0.11312164033522565	0.5484504932983514
nH3K4_N_R1	48.4375528231817	9.891295609864645	2.255965501490816	0.776100785333715	0.4506276098930953	0.35590985256477786	0.29746628980778184	0.27025508718922225	0.2403827052458945	2.9916867042569772	2.076293276049682	25.815608589796295	3.2707843247523996	1.253484490148417	0.1295005188235713	1.4870858316009068
nH3K4_N_R2	49.76869259724532	10.166193571564282	2.2737722561254126	0.8007037086803466	0.45750463394672125	0.3490777791274514	0.29474503712356087	0.2545642472545005	0.21974067164392588	3.023319960958967	2.177168096084608	24.52327394343717	3.5567165905775604	1.290908758566699	0.08597315751573553	0.7576449901477983
nH3K4_N_R3	52.24168128142044	10.350280817163588	2.3571559902805994	0.7859023112126255	0.474465301944378	0.37557906323499063	0.32861891819900974	0.2921801624906349	0.23173076439009693	3.222739788721508	2.302513836421192	22.98045330384249	2.1119399993064514	0.9775354056517339	0.07360684346656285	0.8936162122538017
nIgG_A_R1	66.93749428188153	12.008933235492842	2.4781058661728297	0.8247418078924342	0.440311405479417	0.3676183810309928	0.3089989631024562	0.24536463016127896	0.2256611676272427	3.8867555831889953	2.482931155286124	6.066425196731759	0.7930203604800058	1.442363959413003	0.4459915916997314	1.0452824143594057
nIgG_N_R1	43.19087879752705	9.238966553474242	2.1439869439144785	0.7285504620017695	0.40181663619103436	0.3157526147568617	0.2784275667193828	0.24015566395282437	0.2363884749552186	2.9530214128670265	1.2629171685973257	14.46561532576401	16.59549562796044	3.558212759901034	0.33792704811165397	4.051886943305448
