TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	987279.5	987263.9	987298.1
2000000.0	1949703.0	1949644.6	1949775.2
3000000.0	2888146.0	2888015.4	2888300.9
4000000.0	3803435.0	3803209.1	3803704.3
5000000.0	4696365.5	4696018.6	4696777.0
6000000.0	5567684.0	5567202.8	5568272.2
7000000.0	6418116.5	6417489.2	6418915.3
8000000.0	7248370.0	7247572.0	7249398.5
9000000.0	8059113.0	8058115.8	8060376.4
10000000.0	8850993.0	8849763.2	8852481.5
11000000.0	9624583.9	9623123.4	9626351.6
12000000.0	10380483.2	10378788.3	10382559.7
13000000.0	11119276.9	11117320.0	11121665.6
14000000.0	11841468.7	11839215.3	11844208.3
15000000.0	12547581.8	12545026.2	12550705.5
16000000.0	13238073.3	13235252.6	13241654.2
17000000.0	13913511.4	13910373.6	13917532.0
18000000.0	14574328.6	14570830.3	14578797.5
19000000.0	15221009.9	15217076.7	15225891.7
20000000.0	15853879.1	15849541.4	15859238.7
21000000.0	16473376.6	16468634.1	16479246.3
22000000.0	17080045.8	17074749.1	17087213.8
23000000.0	17673953.9	17668265.8	17680810.0
24000000.0	18255833.2	18249541.2	18263108.3
25000000.0	18825731.3	18818932.4	18833552.4
26000000.0	19384287.4	19376612.0	19392479.5
27000000.0	19931727.8	19923042.4	19940214.6
28000000.0	20468178.4	20458538.8	20477071.0
29000000.0	20994009.4	20983403.5	21003350.9
30000000.0	21509344.0	21497921.3	21519574.4
31000000.0	22014825.2	22002449.7	22025858.4
32000000.0	22510748.7	22497667.9	22522448.5
33000000.0	22997212.6	22983436.6	23009607.8
34000000.0	23474369.0	23459597.2	23487590.6
35000000.0	23942565.8	23926750.1	23956627.7
36000000.0	24401859.7	24385143.1	24416788.1
37000000.0	24852970.4	24835143.3	24868623.1
38000000.0	25295617.2	25276742.7	25312539.7
39000000.0	25729865.8	25710149.3	25748168.7
40000000.0	26156351.7	26135658.2	26175990.2
41000000.0	26575226.5	26553419.3	26596190.8
42000000.0	26986617.7	26963674.3	27008963.8
43000000.0	27390712.1	27366611.2	27414752.6
44000000.0	27787690.7	27762252.3	27813847.5
45000000.0	28177871.1	28150889.7	28206100.6
46000000.0	28561227.1	28532723.0	28591680.6
47000000.0	28937847.4	28907917.3	28970773.0
48000000.0	29307857.7	29276632.3	29343529.8
49000000.0	29671565.2	29639023.0	29710090.7
50000000.0	30029310.7	29995239.6	30070604.2
51000000.0	30381042.5	30345427.8	30425214.3
52000000.0	30727348.6	30689728.8	30773343.7
53000000.0	31068161.9	31028279.8	31115778.1
54000000.0	31403040.4	31361213.6	31452681.2
55000000.0	31732338.1	31688659.4	31784181.0
56000000.0	32056313.3	32010742.5	32110401.8
57000000.0	32375087.4	32327584.5	32431464.1
58000000.0	32688778.2	32639303.4	32747503.3
59000000.0	32997500.2	32946014.1	33058631.0
60000000.0	33301364.5	33247827.9	33364942.5
61000000.0	33600479.0	33544853.2	33666545.0
62000000.0	33895137.6	33837195.1	33964051.1
63000000.0	34185279.9	34124956.0	34257331.5
64000000.0	34470989.3	34408235.2	34546238.9
65000000.0	34752430.7	34687129.5	34830896.4
66000000.0	35029636.4	34961732.9	35111391.5
67000000.0	35302582.6	35232136.7	35387793.5
68000000.0	35571460.2	35498430.1	35660190.0
69000000.0	35836355.3	35760699.4	35928665.9
70000000.0	36097351.5	36019029.0	36193303.8
71000000.0	36354535.2	36273500.9	36454184.2
72000000.0	36608367.7	36524194.8	36711385.1
73000000.0	36858085.7	36771188.4	36964982.6
74000000.0	37104150.9	37014557.4	37215050.9
75000000.0	37346701.1	37254375.5	37461661.9
76000000.0	37586554.6	37490714.5	37704885.7
77000000.0	37823214.4	37723644.3	37944790.7
78000000.0	38056593.9	37953233.0	38181443.3
79000000.0	38285957.0	38179547.1	38414908.4
80000000.0	38512019.2	38402651.2	38645248.9
81000000.0	38735466.0	38622608.5	38872526.3
82000000.0	38955449.6	38839480.4	39096800.5
83000000.0	39172438.2	39053326.9	39318145.6
84000000.0	39386216.0	39264206.4	39536738.4
85000000.0	39597148.7	39472176.2	39752502.4
86000000.0	39805574.0	39677291.7	39965491.6
87000000.0	40011233.3	39879607.3	40175758.6
88000000.0	40214179.0	40079175.9	40383354.7
89000000.0	40414462.4	40276049.2	40588330.0
90000000.0	40612133.2	40470277.8	40790733.2
91000000.0	40807240.2	40661910.7	40990612.1
92000000.0	40999831.0	40850996.2	41188013.1
93000000.0	41189951.7	41037581.1	41382981.5
94000000.0	41377647.9	41221711.3	41575561.6
95000000.0	41562963.6	41403431.5	41765796.7
96000000.0	41745942.1	41582785.6	41953728.9
97000000.0	41926625.5	41759816.1	42139399.5
98000000.0	42105055.0	41934564.9	42322848.6
99000000.0	42281270.8	42107072.6	42503902.5
100000000.0	42455312.4	42277379.3	42682604.3
101000000.0	42627218.0	42445523.7	42859191.4
102000000.0	42797025.2	42611543.9	43033700.7
103000000.0	42964770.8	42775477.3	43206167.9
104000000.0	43130490.5	42937360.0	43376628.4
105000000.0	43294219.4	43097166.8	43545116.3
106000000.0	43455854.3	43254705.2	43711665.4
107000000.0	43615170.4	43410288.1	43876308.4
108000000.0	43772583.0	43563948.7	44039077.4
109000000.0	43928124.3	43715709.4	44200003.9
110000000.0	44081825.7	43865585.2	44359118.4
111000000.0	44233718.0	44013633.8	44516451.2
112000000.0	44383831.5	44159885.9	44673316.2
113000000.0	44532195.5	44304371.2	44828698.1
114000000.0	44678839.0	44447119.1	44982425.5
115000000.0	44823790.2	44588158.2	45134525.7
116000000.0	44967076.7	44727516.6	45285025.4
117000000.0	45108725.8	44865221.7	45433950.9
118000000.0	45248763.8	45001300.5	45581327.7
119000000.0	45387216.7	45135779.2	45727180.9
120000000.0	45524110.0	45268683.8	45871535.1
121000000.0	45659468.5	45400039.3	46014414.1
122000000.0	45793316.7	45529870.7	46155841.6
123000000.0	45925809.1	45658202.1	46295840.4
124000000.0	46056915.5	45785057.3	46434433.1
125000000.0	46186625.4	45910459.5	46571641.8
126000000.0	46314920.8	46034431.6	46707488.0
127000000.0	46441823.9	46156996.0	46841992.8
128000000.0	46567356.0	46278174.6	46975177.0
129000000.0	46691538.4	46397988.7	47107060.8
130000000.0	46814391.6	46516459.5	47237664.1
131000000.0	46935936.1	46633607.7	47367006.3
132000000.0	47056191.5	46749453.4	47495106.5
133000000.0	47175177.5	46864016.5	47622042.0
134000000.0	47292913.1	46977316.5	47747907.1
135000000.0	47409417.0	47089372.4	47872588.8
136000000.0	47524707.6	47200203.0	47996104.7
137000000.0	47638803.0	47309826.6	48118472.1
138000000.0	47751720.8	47418261.2	48239707.8
139000000.0	47863478.3	47525524.5	48359828.3
140000000.0	47974092.6	47631633.9	48478849.8
141000000.0	48083580.3	47736606.3	48596788.2
142000000.0	48192327.4	47840458.4	48713659.2
143000000.0	48300034.2	47943206.6	48829477.9
144000000.0	48406669.1	48044867.0	48944259.4
145000000.0	48512247.6	48145455.4	49056515.9
146000000.0	48616784.8	48244987.2	49167086.9
147000000.0	48720295.5	48343477.6	49276627.8
148000000.0	48822794.2	48440941.6	49385152.9
149000000.0	48924295.3	48537393.9	49492676.2
150000000.0	49024812.7	48632848.7	49599211.3
151000000.0	49124360.2	48727320.2	49704771.8
152000000.0	49222951.4	48820822.4	49809370.8
153000000.0	49320599.5	48913368.8	49913021.4
154000000.0	49417317.6	49004972.7	50015736.2
155000000.0	49513118.4	49095647.4	50117528.0
156000000.0	49608014.5	49185405.8	50218408.8
157000000.0	49702018.4	49274260.5	50318390.9
158000000.0	49795142.0	49362224.0	50417486.1
159000000.0	49887397.4	49449308.5	50515706.1
