TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	985202.5	985177.0	985225.1
2000000.0	1941625.5	1941523.8	1941714.1
3000000.0	2870467.5	2870248.4	2870658.1
4000000.0	3772855.5	3772483.8	3773180.3
5000000.0	4649856.0	4649307.2	4650341.2
6000000.0	5502486.5	5501735.8	5503153.8
7000000.0	6331700.5	6330738.0	6332586.6
8000000.0	7138414.5	7137229.7	7139537.2
9000000.0	7923535.5	7922051.4	7924873.2
10000000.0	8687830.0	8686032.5	8689416.4
11000000.0	9432073.0	9429981.9	9433955.9
12000000.0	10157054.9	10154678.6	10159230.9
13000000.0	10863544.8	10860806.4	10865952.1
14000000.0	11552118.6	11549038.2	11554814.7
15000000.0	12223350.3	12220018.7	12226442.6
16000000.0	12877954.4	12874368.0	12881487.6
17000000.0	13516689.6	13512672.9	13520641.0
18000000.0	14139953.2	14135371.1	14144350.6
19000000.0	14748183.6	14743125.5	14753152.7
20000000.0	15341889.3	15336428.8	15347627.3
21000000.0	15921825.7	15915768.6	15928065.2
22000000.0	16488219.7	16481612.9	16495113.6
23000000.0	17041584.6	17034409.5	17049053.1
24000000.0	17582283.1	17574587.4	17590364.4
25000000.0	18110771.1	18102355.1	18119498.7
26000000.0	18627443.9	18618177.7	18636890.9
27000000.0	19132795.8	19122776.4	19143002.8
28000000.0	19627137.5	19616322.6	19638084.6
29000000.0	20110602.1	20099138.8	20122482.5
30000000.0	20583720.4	20571515.8	20596297.7
31000000.0	21046704.8	21033628.5	21060043.5
32000000.0	21499930.3	21485836.7	21514032.6
33000000.0	21943764.4	21928528.9	21958607.1
34000000.0	22378106.9	22361989.0	22394135.4
35000000.0	22803685.8	22786490.4	22820839.9
36000000.0	23220806.5	23202295.9	23238916.1
37000000.0	23629413.3	23609658.8	23648614.8
38000000.0	24029803.5	24008822.8	24050177.2
39000000.0	24422337.8	24400022.7	24443835.4
40000000.0	24807293.0	24783367.2	24829825.5
41000000.0	25184448.0	25158711.8	25208522.5
42000000.0	25554484.8	25527372.7	25580059.7
43000000.0	25917447.0	25888589.1	25944591.8
44000000.0	26273532.8	26242873.3	26302660.4
45000000.0	26623220.2	26590426.3	26654115.8
46000000.0	26966402.6	26931431.3	26999141.8
47000000.0	27302585.9	27266065.1	27337912.2
48000000.0	27632922.1	27594498.0	27670592.2
49000000.0	27957542.6	27916738.5	27997344.5
50000000.0	28276325.4	28232952.3	28318325.7
51000000.0	28589220.8	28543426.1	28633687.5
52000000.0	28896506.9	28848308.3	28943576.0
53000000.0	29198122.2	29147729.2	29247963.1
54000000.0	29494420.3	29441819.6	29546774.3
55000000.0	29785556.2	29730730.7	29840744.8
56000000.0	30071394.0	30014591.9	30129863.6
57000000.0	30352733.5	30293528.7	30414158.8
58000000.0	30629333.6	30567662.1	30693749.8
59000000.0	30901440.8	30837109.6	30968546.4
60000000.0	31169143.2	31101984.8	31239110.6
61000000.0	31432335.3	31362397.7	31505503.5
62000000.0	31691058.2	31618454.8	31767636.3
63000000.0	31945725.7	31870259.5	32025610.4
64000000.0	32196278.2	32117911.8	32279523.8
65000000.0	32442812.0	32361508.8	32529471.5
66000000.0	32685420.4	32601144.5	32775545.6
67000000.0	32924193.7	32836910.2	33017835.4
68000000.0	33159219.7	33068540.9	33256427.6
69000000.0	33390583.6	33296060.0	33492416.7
70000000.0	33618368.1	33519932.6	33725469.1
71000000.0	33842653.2	33740240.1	33955111.4
72000000.0	34063516.9	33957061.3	34179967.6
73000000.0	34281034.8	34170472.8	34401538.2
74000000.0	34495124.8	34380549.1	34619896.0
75000000.0	34706067.9	34587362.5	34835111.5
76000000.0	34913874.6	34790983.5	35047350.1
77000000.0	35118612.3	34991480.3	35256713.9
78000000.0	35320346.4	35188919.6	35463144.6
79000000.0	35519423.4	35383366.0	35666705.0
80000000.0	35715301.3	35574882.5	35867455.8
81000000.0	35908314.0	35763530.3	36065456.5
82000000.0	36098564.9	35949368.9	36260764.5
83000000.0	36286111.0	36132456.4	36453435.8
84000000.0	36471008.0	36312849.3	36643524.9
85000000.0	36653310.1	36490602.4	36831084.7
86000000.0	36833069.7	36665769.4	37016166.6
87000000.0	37010338.4	36838402.4	37198820.9
88000000.0	37185165.9	37008552.2	37379096.3
