TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	973431.5	973357.9	973474.5
2000000.0	1896510.0	1896276.5	1896663.1
3000000.0	2772938.0	2772443.4	2773266.5
4000000.0	3606019.0	3605141.5	3606577.0
5000000.0	4398707.5	4397432.8	4399615.1
6000000.0	5153822.5	5152030.4	5155099.6
7000000.0	5873849.5	5871448.8	5875546.1
8000000.0	6561082.3	6557984.9	6563238.6
9000000.0	7217576.7	7213747.1	7220213.4
10000000.0	7845384.3	7840670.0	7848490.6
11000000.0	8446198.7	8440534.8	8449828.6
12000000.0	9021567.9	9014979.5	9025839.3
13000000.0	9573170.4	9565516.7	9578040.1
14000000.0	10102272.2	10093547.7	10108115.5
15000000.0	10610092.6	10600038.2	10617180.0
16000000.0	11097800.3	11086419.5	11106576.2
17000000.0	11566909.0	11553232.0	11576414.0
18000000.0	12018454.2	12002440.9	12028729.9
19000000.0	12453047.7	12434320.9	12464274.1
20000000.0	12871535.7	12849272.3	12884095.9
21000000.0	13275622.7	13248639.9	13289381.1
22000000.0	13664975.0	13633875.6	13680599.7
23000000.0	14041331.8	14005063.4	14058122.5
24000000.0	14404367.5	14361756.1	14422558.4
25000000.0	14755637.3	14706967.3	14774777.2
26000000.0	15094802.8	15040419.9	15115374.6
27000000.0	15422822.5	15362732.6	15444907.9
28000000.0	15740260.2	15674477.0	15763899.5
29000000.0	16047406.2	15976180.8	16072839.5
30000000.0	16345010.1	16266123.7	16372188.7
31000000.0	16633620.1	16546257.6	16662380.1
32000000.0	16913590.0	16817368.7	16943821.7
33000000.0	17184887.8	17079834.5	17216907.4
34000000.0	17448137.5	17333942.9	17482385.4
35000000.0	17703696.9	17580195.9	17740688.1
36000000.0	17951890.9	17818943.3	17991709.2
37000000.0	18193126.0	18050515.3	18235751.7
38000000.0	18427788.9	18275222.8	18473102.2
39000000.0	18655979.8	18493359.3	18704031.7
40000000.0	18878820.7	18705201.7	18928796.7
41000000.0	19094208.5	18911011.6	19147640.7
42000000.0	19303961.2	19111036.2	19360794.0
43000000.0	19508515.4	19305509.4	19568520.7
44000000.0	19707763.5	19496762.6	19771148.9
45000000.0	19902102.2	19683823.4	19968713.1
46000000.0	20091377.9	19865987.2	20161400.6
47000000.0	20275850.7	20043433.9	20349389.8
48000000.0	20455620.9	20216335.1	20532850.3
49000000.0	20631028.2	20384854.8	20711943.8
50000000.0	20802571.4	20549149.3	20886824.2
51000000.0	20970031.0	20709368.2	21057638.6
52000000.0	21133492.3	20865654.3	21224527.0
53000000.0	21292989.7	21018144.0	21387623.3
54000000.0	21448804.8	21166967.8	21547055.1
55000000.0	21601083.0	21312250.7	21702944.7
56000000.0	21750567.0	21454112.1	21855408.7
57000000.0	21896575.4	21592666.3	22004558.9
58000000.0	22039099.3	21728022.9	22150502.1
59000000.0	22178516.5	21860286.7	22293340.6
60000000.0	22314926.3	21989558.2	22433172.4
61000000.0	22448424.3	22115933.9	22570091.6
62000000.0	22579101.7	22239506.0	22704188.1
63000000.0	22706765.6	22360363.2	22835548.3
64000000.0	22831700.3	22478590.6	22964255.2
65000000.0	22954060.3	22594269.8	23090388.3
66000000.0	23073923.3	22707479.2	23214024.1
67000000.0	23191364.0	22818294.1	23334715.7
68000000.0	23306454.2	22926786.9	23452872.3
69000000.0	23419263.0	23033027.1	23568737.7
70000000.0	23529856.6	23137081.7	23682377.7
71000000.0	23638299.1	23239015.0	23793855.5
72000000.0	23744651.7	23338888.8	23903232.1
73000000.0	23848973.6	23436762.9	24010566.2
74000000.0	23951321.9	23532683.1	24115914.3
75000000.0	24051751.3	23626641.7	24219330.8
76000000.0	24149986.8	23717036.2	24320868.4
77000000.0	24246357.6	23805480.8	24420577.5
78000000.0	24340957.3	23892167.0	24518507.0
79000000.0	24434029.2	23977144.5	24614704.0
80000000.0	24525505.4	24060460.4	24709214.0
81000000.0	24615366.2	24142159.8	24802080.8
82000000.0	24703829.6	24222286.3	24893346.8
83000000.0	24790748.4	24300882.3	24983053.0
84000000.0	24876162.3	24377988.4	25071238.9
85000000.0	24960109.7	24453644.0	25157942.7
86000000.0	25042627.6	24527887.1	25243201.4
87000000.0	25123751.9	24600754.4	25327050.8
88000000.0	25203517.4	24672281.5	25409525.5
89000000.0	25281957.5	24742502.8	25490658.8
