TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	988073.0	988055.9	988088.5
2000000.0	1952810.0	1952746.4	1952868.8
3000000.0	2894995.5	2894855.6	2895124.7
4000000.0	3815371.0	3815127.3	3815593.8
5000000.0	4714645.5	4714274.6	4714984.6
6000000.0	5593494.0	5592976.8	5593975.0
7000000.0	6452571.5	6451890.1	6453215.1
8000000.0	7292507.5	7291637.9	7293329.3
9000000.0	8113884.0	8112823.2	8114913.6
10000000.0	8917301.5	8916023.5	8918542.5
11000000.0	9703305.0	9701789.3	9704766.4
12000000.0	10472412.0	10470656.0	10474119.2
13000000.0	11225140.4	11223133.7	11227130.9
14000000.0	11961976.3	11959716.2	11964284.6
15000000.0	12683352.0	12680875.3	12686046.4
16000000.0	13389775.4	13387066.1	13392870.8
17000000.0	14081717.9	14078705.4	14085195.8
18000000.0	14759529.7	14756168.2	14763443.0
19000000.0	15423650.5	15419950.4	15427997.4
20000000.0	16074468.0	16070414.8	16079190.7
21000000.0	16712362.6	16707853.4	16717460.5
22000000.0	17337685.6	17332682.2	17343168.7
23000000.0	17950771.2	17945254.8	17956664.5
24000000.0	18551962.8	18545908.6	18558284.0
25000000.0	19141576.8	19134965.5	19148351.4
26000000.0	19720055.2	19712688.0	19727179.2
27000000.0	20287345.7	20279427.9	20295068.7
28000000.0	20844105.6	20835477.9	20852310.2
29000000.0	21390557.0	21381121.0	21399184.0
30000000.0	21927013.0	21916630.9	21936156.8
31000000.0	22453477.4	22442272.6	22463412.9
32000000.0	22970289.3	22958386.4	22981164.3
33000000.0	23478041.3	23465139.5	23489643.7
34000000.0	23976539.6	23962728.8	23989093.3
35000000.0	24466175.4	24451371.8	24479747.3
36000000.0	24947153.3	24931277.1	24961832.6
37000000.0	25419774.3	25402707.0	25435831.2
38000000.0	25884301.6	25866024.6	25901748.0
39000000.0	26340857.8	26321135.9	26359771.9
40000000.0	26789531.3	26768022.9	26810104.5
41000000.0	27230486.9	27207245.5	27252495.4
42000000.0	27663959.3	27639007.4	27687319.2
43000000.0	28090348.0	28063564.9	28114940.4
44000000.0	28509799.5	28481167.7	28535533.6
45000000.0	28922453.8	28891797.0	28949267.9
46000000.0	29327486.1	29295446.4	29356314.4
47000000.0	29726680.5	29691867.1	29756885.3
48000000.0	30119083.9	30082185.6	30151610.8
49000000.0	30504666.0	30466014.4	30540641.4
50000000.0	30884280.9	30842622.7	30923681.6
51000000.0	31258259.8	31212895.3	31300879.9
52000000.0	31626599.8	31577055.3	31672391.4
53000000.0	31989210.9	31935292.0	32038317.5
54000000.0	32346221.3	32287746.4	32398782.8
55000000.0	32697755.5	32634548.8	32753907.1
56000000.0	33043934.5	32975826.3	33103806.1
57000000.0	33385230.3	33311702.5	33448591.5
58000000.0	33721400.5	33642240.0	33788371.1
59000000.0	34052481.0	33965551.0	34123249.1
60000000.0	34378675.2	34283789.7	34453326.6
61000000.0	34700088.2	34597094.5	34778701.3
62000000.0	35016521.4	34905598.1	35099468.2
63000000.0	35327918.3	35209427.4	35415719.5
64000000.0	35634459.2	35508702.9	35727545.1
65000000.0	35937131.3	35803538.8	36035032.2
66000000.0	36236172.5	36094718.0	36338266.3
67000000.0	36530562.9	36382352.3	36637330.5
68000000.0	36820939.1	36665792.4	36932306.1
69000000.0	37107265.4	36945241.2	37223272.6
70000000.0	37389623.9	37220790.8	37510307.8
71000000.0	37668094.5	37492520.0	37793487.7
72000000.0	37942676.9	37760504.0	38072886.8
73000000.0	38213070.2	38024815.1	38348578.0
