TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	975107.0	975048.5	975157.7
2000000.0	1902886.0	1902677.8	1903046.6
3000000.0	2786622.5	2786205.4	2786953.1
4000000.0	3629272.0	3628579.0	3629823.7
5000000.0	4433537.5	4432513.3	4434343.0
6000000.0	5201879.0	5200487.0	5202971.7
7000000.0	5936553.5	5934770.6	5937978.3
8000000.0	6639665.9	6637454.1	6641432.5
9000000.0	7313125.5	7310465.6	7315252.8
10000000.0	7958735.4	7955581.6	7961207.6
11000000.0	8578081.1	8574446.8	8580969.9
12000000.0	9172783.6	9168563.2	9176162.7
13000000.0	9744100.0	9739272.8	9748113.2
14000000.0	10293332.5	10287948.2	10298141.4
15000000.0	10821964.6	10815807.9	10827269.8
16000000.0	11330870.1	11323984.6	11336700.7
17000000.0	11821205.9	11813103.3	11827685.1
18000000.0	12294136.1	12285045.3	12301420.6
19000000.0	12749928.8	12740206.1	12758593.6
20000000.0	13190188.0	13179374.9	13199994.3
21000000.0	13615621.0	13603470.2	13626354.8
22000000.0	14026505.2	14013254.4	14038761.7
23000000.0	14423659.1	14408726.9	14438115.9
24000000.0	14808195.3	14791448.7	14824912.8
25000000.0	15180125.0	15161832.2	15198902.5
26000000.0	15540572.2	15520393.1	15561517.1
27000000.0	15889302.2	15867890.8	15912629.9
28000000.0	16227681.2	16204554.0	16253098.0
29000000.0	16555706.6	16530674.0	16585974.4
30000000.0	16873544.4	16846505.5	16910102.4
31000000.0	17182742.9	17152862.1	17225226.6
32000000.0	17482080.8	17450155.0	17530735.4
33000000.0	17772917.9	17739026.0	17829293.8
34000000.0	18055640.6	18019516.5	18120218.5
35000000.0	18330012.7	18292043.6	18403876.0
36000000.0	18597202.3	18556918.2	18680605.8
37000000.0	18856906.3	18814218.7	18956152.9
38000000.0	19109860.5	19064454.4	19226753.6
39000000.0	19356311.6	19307910.4	19491014.0
40000000.0	19596295.0	19544849.3	19747968.4
41000000.0	19830057.9	19775496.1	20000178.2
42000000.0	20057835.1	19999973.1	20247937.1
43000000.0	20279849.8	20218641.5	20491525.3
44000000.0	20496314.8	20431716.0	20731209.7
45000000.0	20707432.4	20639400.9	20967244.4
46000000.0	20913395.7	20841881.0	21199870.8
47000000.0	21114344.0	21039352.3	21429318.3
48000000.0	21310357.7	21231992.1	21655804.0
49000000.0	21501736.7	21419969.5	21879533.2
50000000.0	21688651.0	21603446.0	22100699.4
51000000.0	21871285.9	21782576.0	22319484.7
52000000.0	22049413.4	21957507.1	22536059.8
53000000.0	22223468.0	22128380.1	22750584.2
54000000.0	22393623.4	22295330.1	22963206.3
55000000.0	22560007.6	22458486.3	23174063.4
56000000.0	22722742.8	22617972.2	23383282.4
57000000.0	22881946.2	22773906.4	23590979.2
58000000.0	23037995.4	22926402.3	23797259.4
59000000.0	23190800.6	23075568.9	24002218.5
60000000.0	23340395.2	23221510.5	24203380.5
61000000.0	23486878.4	23364327.3	24389445.4
62000000.0	23630344.9	23504115.4	24570139.3
63000000.0	23770886.1	23640967.2	24744687.5
64000000.0	23908589.4	23774971.3	24916477.4
65000000.0	24043367.3	23906213.0	25085603.4
66000000.0	24175363.5	24034774.2	25252155.9
67000000.0	24304851.1	24160733.7	25416221.8
68000000.0	24431818.6	24284167.2	25577884.3
69000000.0	24556338.2	24405147.8	25737222.5
70000000.0	24678764.2	24523745.6	25894311.7
71000000.0	24798890.8	24640028.3	26049223.5
72000000.0	24916771.7	24754060.9	26202025.6
73000000.0	25032468.8	24865906.2	26352782.3
74000000.0	25146041.7	24975624.8	26502454.2
75000000.0	25257547.8	25083274.9	26661472.9
76000000.0	25367042.5	25188912.9	26824161.8
77000000.0	25474579.4	25292592.8	26968974.4
78000000.0	25580210.1	25394367.3	27113364.4
79000000.0	25683916.0	25494286.7	27255903.3
80000000.0	25785761.1	25592400.0	27396639.3
81000000.0	25885636.4	25688754.3	27535618.0
82000000.0	25983645.5	25783395.1	27672881.9
83000000.0	26080761.5	25876385.7	27808471.1
84000000.0	26176280.4	25967815.5	27942423.3
85000000.0	26270218.4	26057660.0	28074773.7
86000000.0	26362614.5	26145959.1	28205555.5
87000000.0	26453506.2	26232751.2	28334799.8
88000000.0	26542563.6	26318073.6	28462535.8
89000000.0	26629769.6	26401832.3	28588791.1
90000000.0	26715568.2	26483878.0	28713591.5
91000000.0	26799992.9	26564550.8	28836961.5
92000000.0	26883076.2	26643883.6	28958924.2
93000000.0	26964849.5	26721908.3	29079501.4
94000000.0	27045343.2	26798655.8	29198713.9
95000000.0	27124586.9	26874156.1	29316581.4
96000000.0	27202609.2	26948438.3	29433122.6
97000000.0	27279437.9	27021530.5	29548355.5
98000000.0	27355099.9	27093431.7	29662297.2
99000000.0	27429621.4	27164172.9	29774964.2
100000000.0	27503194.7	27233803.0	29886372.3
101000000.0	27575687.6	27302718.9	29996536.7
102000000.0	27647112.8	27370684.0	30105472.2
103000000.0	27717493.5	27437617.9	30213193.2
104000000.0	27786852.5	27503543.3	30319713.6
105000000.0	27855211.4	27568482.1	30425046.9
106000000.0	27922591.8	27632455.9	30529206.3
107000000.0	27989014.2	27695485.5	30632204.7
108000000.0	28054498.9	27757591.1	30734054.9
109000000.0	28119065.3	27818792.5	30834769.4
110000000.0	28182732.5	27879108.7	30934360.3
111000000.0	28245519.1	27938558.4	31032839.7
112000000.0	28307443.1	27997159.7	31130219.7
113000000.0	28368521.9	28054930.2	31226511.9
114000000.0	28428772.7	28111887.0	31321728.1
115000000.0	28488212.1	28168046.8	31415879.8
116000000.0	28546856.2	28223425.8	31508978.4
117000000.0	28604720.7	28278039.8	31601035.3
