TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	986516.0	986475.4	986549.0
2000000.0	1946896.5	1946778.6	1946979.6
3000000.0	2882180.5	2881944.8	2882353.5
4000000.0	3793304.5	3792918.5	3793590.6
5000000.0	4681139.5	4680587.4	4681571.3
6000000.0	5546528.0	5545771.7	5547114.8
7000000.0	6390266.5	6389272.0	6391011.6
8000000.0	7213080.5	7211885.0	7213999.8
9000000.0	8015700.0	8014300.2	8016832.1
10000000.0	8798816.5	8797211.8	8800196.2
11000000.0	9563099.0	9561200.6	9564744.2
12000000.0	10309154.2	10306952.7	10311104.2
13000000.0	11037580.3	11035081.5	11039888.3
14000000.0	11749016.7	11746158.3	11751675.9
15000000.0	12443946.5	12440699.4	12447066.3
16000000.0	13122951.2	13119254.5	13126574.4
17000000.0	13786580.1	13782350.0	13790645.7
18000000.0	14435280.6	14430475.4	14439791.8
19000000.0	15069488.5	15064100.2	15074484.0
20000000.0	15689641.2	15683674.7	15695223.5
21000000.0	16296221.7	16289630.6	16302382.4
22000000.0	16889721.1	16882381.7	16896407.2
23000000.0	17470412.2	17462324.4	17477690.9
24000000.0	18038728.2	18029870.0	18046734.3
25000000.0	18595024.2	18585553.6	18603551.3
26000000.0	19139803.0	19129576.0	19148849.6
27000000.0	19673282.3	19662279.9	19682850.6
28000000.0	20195725.6	20183995.1	20205881.0
29000000.0	20707502.4	20694975.2	20718318.2
30000000.0	21208676.5	21195194.5	21220768.9
31000000.0	21699986.7	21685010.8	21713128.2
32000000.0	22181344.9	22165187.3	22195586.5
33000000.0	22653579.8	22635678.5	22668582.5
34000000.0	23116432.9	23096724.2	23132380.6
35000000.0	23570410.5	23548529.1	23587292.6
36000000.0	24015411.4	23991346.4	24033695.2
37000000.0	24451911.5	24425381.5	24471663.1
38000000.0	24879831.7	24850831.2	24901439.2
39000000.0	25300003.7	25267851.7	25323253.6
40000000.0	25712729.8	25675520.6	25737302.4
