task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	51/072d83	83323	NFCORE_CUTANDRUN:CUTANDRUN:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet.csv)	COMPLETED	0	2025-01-23 21:47:14.711	3s	0ms	58.0%	2.8 MB	11 MB	680.9 KB	5.4 KB
3	83/872dc5	92584	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_GENOME:GTF2BED (genes.gtf)	COMPLETED	0	2025-01-23 21:47:33.964	11.7s	8s	98.9%	635.9 MB	655.9 MB	90.7 MB	4.8 MB
29	3d/df2413	83748	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (H3K4_A_R4)	COMPLETED	0	2025-01-23 21:47:18.734	1m 13s	1m 10s	194.6%	1.3 GB	6.1 GB	619.2 MB	3.7 MB
9	40/f36420	83712	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (H3K27_A_R3)	COMPLETED	0	2025-01-23 21:47:18.672	1m 35s	1m 32s	195.0%	1.3 GB	6 GB	822.1 MB	3.7 MB
19	3b/2db372	83877	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (H3K27_N_R4)	COMPLETED	0	2025-01-23 21:47:18.849	1m 36s	1m 32s	200.4%	1.1 GB	6 GB	841.9 MB	3.7 MB
5	f7/11f16e	83919	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (H3K27_A_R1)	COMPLETED	0	2025-01-23 21:47:18.875	1m 37s	1m 33s	198.3%	1.2 GB	6 GB	836.6 MB	3.7 MB
43	14/46a9f0	83703	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (nH3K27_A_R3)	COMPLETED	0	2025-01-23 21:47:18.606	1m 40s	1m 37s	190.9%	1.3 GB	6 GB	870.1 MB	3.7 MB
62	5b/0376ca	83844	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (nH3K4_A_R2)	COMPLETED	0	2025-01-23 21:47:18.821	1m 41s	1m 38s	196.7%	1.2 GB	6.1 GB	894.7 MB	3.7 MB
41	ea/0f91a8	83763	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (nH3K27_A_R1)	COMPLETED	0	2025-01-23 21:47:18.762	1m 52s	1m 48s	197.4%	1.4 GB	6 GB	972.6 MB	3.7 MB
15	8d/169842	83798	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (H3K27_N_R2)	COMPLETED	0	2025-01-23 21:47:18.790	1m 53s	1m 49s	194.2%	1.2 GB	6.1 GB	984.5 MB	3.7 MB
61	a5/ff2384	83723	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (nH3K4_A_R1)	COMPLETED	0	2025-01-23 21:47:18.705	1m 54s	1m 49s	194.0%	1.1 GB	6 GB	1009.9 MB	3.7 MB
60	75/a5dfaa	83705	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (nH3K27_N_R3)	COMPLETED	0	2025-01-23 21:47:18.635	1m 54s	1m 52s	201.1%	1.3 GB	6 GB	1013.2 MB	3.7 MB
38	5b/3ed27d	103370	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (H3K4_N_R4)	COMPLETED	0	2025-01-23 21:48:54.388	52.2s	50s	199.3%	899.2 MB	6 GB	461.1 MB	3.7 MB
63	e8/741ca5	99595	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (nH3K4_A_R3)	COMPLETED	0	2025-01-23 21:48:31.576	1m 21s	1m 19s	195.5%	1.2 GB	6 GB	730.9 MB	3.7 MB
31	99/d29cb3	109606	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (H3K4_N_R2)	COMPLETED	0	2025-01-23 21:49:12.242	1m 8s	1m 6s	196.7%	1.3 GB	6 GB	612 MB	3.7 MB
17	77/072b41	103036	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (H3K27_N_R3)	COMPLETED	0	2025-01-23 21:48:53.366	1m 37s	1m 35s	194.0%	1.3 GB	6 GB	880.6 MB	3.7 MB
45	df/c11749	105526	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (nH3K27_N_R2)	COMPLETED	0	2025-01-23 21:48:59.630	1m 37s	1m 35s	205.1%	1.3 GB	6 GB	874.7 MB	3.7 MB
24	bc/6d0ca7	116184	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (H3K4_A_R2)	COMPLETED	0	2025-01-23 21:49:46.582	1m 3s	1m 1s	198.9%	1.1 GB	6 GB	581.5 MB	3.6 MB
13	ea/d9d339	108995	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (H3K27_N_R1)	COMPLETED	0	2025-01-23 21:49:11.072	1m 41s	1m 38s	195.8%	1.3 GB	6 GB	901.7 MB	3.7 MB
30	4d/58b202	117450	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (H3K4_N_R1)	COMPLETED	0	2025-01-23 21:49:52.514	1m 5s	1m 3s	203.4%	1.3 GB	6 GB	574.7 MB	3.8 MB
42	ca/35bbeb	109894	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (nH3K27_A_R2)	COMPLETED	0	2025-01-23 21:49:12.687	1m 45s	1m 43s	198.8%	1.3 GB	6 GB	965.9 MB	3.7 MB
4	fd/eb4dcb	124008	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	COMPLETED	0	2025-01-23 21:50:32.781	40s	37s	71.2%	6 MB	12 MB	2.6 GB	5.5 KB
1	6b/6d3fa0	123994	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_GENOME:TARGET_CHROMSIZES (genome.fa)	COMPLETED	0	2025-01-23 21:50:32.758	42s	39s	73.6%	6.2 MB	12 MB	2.6 GB	5.8 KB
68	78/f6a24d	105234	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (nIgG_N_R1)	COMPLETED	0	2025-01-23 21:48:58.957	2m 37s	2m 34s	205.6%	1.4 GB	6.1 GB	1.4 GB	3.8 MB
20	ed/c716ca	125355	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (H3K4_A_R1)	COMPLETED	0	2025-01-23 21:50:36.579	1m 15s	1m 13s	197.8%	1.3 GB	6 GB	668.6 MB	3.6 MB
7	e0/d47840	121439	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (H3K27_A_R2)	COMPLETED	0	2025-01-23 21:50:20.251	1m 38s	1m 36s	199.6%	1.3 GB	6 GB	933.2 MB	3.6 MB
33	d4/b0d17d	128680	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (H3K4_N_R3)	COMPLETED	0	2025-01-23 21:50:49.547	1m 23s	1m 21s	201.5%	1.1 GB	6 GB	755 MB	3.7 MB
69	4b/5ec508	144164	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_GENOME:ANNOTATION_BEDTOOLS_SORT (genes.bed)	COMPLETED	0	2025-01-23 21:52:12.480	4.1s	0ms	85.7%	9 MB	28.2 MB	4.9 MB	4.8 MB
12	09/54f771	131350	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (H3K27_A_R4)	COMPLETED	0	2025-01-23 21:50:58.135	1m 21s	1m 19s	195.3%	1.2 GB	6.1 GB	722.5 MB	3.7 MB
70	65/65c11a	145039	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_GENOME:TABIX_BGZIPTABIX (genes.bed)	COMPLETED	0	2025-01-23 21:52:17.637	3.1s	1s	61.7%	5.9 MB	12.1 MB	6.6 MB	1.8 MB
64	ee/a9b9e4	123376	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (nH3K4_N_R1)	COMPLETED	0	2025-01-23 21:50:30.724	1m 50s	1m 48s	205.4%	1.5 GB	6 GB	978 MB	3.7 MB
26	a1/dbc98c	129611	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (H3K4_A_R3)	COMPLETED	0	2025-01-23 21:50:52.427	1m 32s	1m 30s	197.0%	1.1 GB	6 GB	843.2 MB	3.6 MB
44	4b/e8a1e1	131138	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (nH3K27_N_R1)	COMPLETED	0	2025-01-23 21:50:57.599	1m 28s	1m 25s	207.7%	1.2 GB	6 GB	801.7 MB	3.8 MB
39	81/25a33c	103808	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (IgG_A_R1)	COMPLETED	0	2025-01-23 21:48:55.448	4m 18s	4m 16s	197.4%	1.2 GB	6.1 GB	2.5 GB	3.6 MB
65	dc/84c850	137731	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (nH3K4_N_R2)	COMPLETED	0	2025-01-23 21:51:35.542	1m 53s	1m 51s	199.8%	1.3 GB	6 GB	1 GB	3.7 MB
66	aa/7c7ef9	140269	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (nH3K4_N_R3)	COMPLETED	0	2025-01-23 21:51:51.365	1m 51s	1m 49s	201.6%	1.3 GB	6.1 GB	993 MB	3.7 MB
40	aa/d99583	109749	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (IgG_N_R1)	COMPLETED	0	2025-01-23 21:49:12.491	4m 46s	4m 43s	197.4%	1.5 GB	6.1 GB	2.5 GB	3.7 MB
67	ac/055a37	141657	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:FASTQC (nIgG_A_R1)	COMPLETED	0	2025-01-23 21:51:58.103	2m 54s	2m 52s	199.4%	1.4 GB	6 GB	1.6 GB	3.7 MB
35	3d/61a8fd	147470	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (H3K4_N_R4)	COMPLETED	0	2025-01-23 21:52:24.788	3m 4s	3m	494.0%	1.1 GB	3.1 GB	15.9 GB	15.4 GB
53	5b/840038	145683	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (nH3K4_A_R2)	COMPLETED	0	2025-01-23 21:52:19.522	6m 15s	6m 11s	487.5%	1.5 GB	3.1 GB	31.8 GB	30.8 GB
49	d4/5ac4d5	165849	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (nH3K27_N_R1)	COMPLETED	0	2025-01-23 21:53:13.281	5m 49s	5m 46s	478.9%	1.5 GB	3.1 GB	28.5 GB	27.6 GB
16	01/ebe01d	179365	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (H3K27_N_R2)	COMPLETED	0	2025-01-23 21:53:42.323	6m 38s	6m 34s	492.2%	1.5 GB	3.1 GB	35.1 GB	34.1 GB
56	bd/a37e3c	213953	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (nH3K4_N_R2)	COMPLETED	0	2025-01-23 21:54:52.402	7m 13s	7m 8s	499.9%	1.5 GB	3.1 GB	36.8 GB	35.7 GB
28	f0/f4a9a4	316521	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (H3K4_N_R1)	COMPLETED	0	2025-01-23 21:58:34.825	3m 40s	3m 36s	504.1%	1.4 GB	3.1 GB	19.6 GB	19 GB
52	00/b04b63	234582	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (nH3K4_A_R1)	COMPLETED	0	2025-01-23 21:55:28.851	6m 58s	6m 54s	488.2%	1.5 GB	3.1 GB	36 GB	34.9 GB
32	13/35edf4	358862	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (H3K4_N_R2)	COMPLETED	0	2025-01-23 22:00:20.027	4m 19s	4m 15s	470.4%	1.4 GB	3.1 GB	21.3 GB	20.6 GB
14	4e/94349b	399012	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (H3K27_N_R1)	COMPLETED	0	2025-01-23 22:02:05.147	6m 46s	6m 42s	475.1%	1.5 GB	3.1 GB	32 GB	31.1 GB
18	6a/8390d4	403857	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (H3K27_N_R3)	COMPLETED	0	2025-01-23 22:02:14.767	6m 37s	6m 33s	468.9%	1.5 GB	3.1 GB	31.1 GB	30.2 GB
46	93/c43a91	16340	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (nH3K27_A_R1)	COMPLETED	0	2025-01-23 22:04:39.169	6m 33s	6m 30s	511.3%	1.5 GB	3.1 GB	34.7 GB	33.7 GB
58	0c/773f02	328593	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (nIgG_A_R1)	COMPLETED	0	2025-01-23 21:59:02.531	13m 53s	13m 49s	484.9%	3.3 GB	4 GB	72 GB	70.3 GB
54	7b/c1780c	106526	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (nH3K4_A_R3)	COMPLETED	0	2025-01-23 22:08:51.251	4m 43s	4m 40s	503.8%	1.5 GB	3.1 GB	25.8 GB	25 GB
59	e2/cbc46e	411751	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (nIgG_N_R1)	COMPLETED	0	2025-01-23 22:02:27.002	11m 35s	11m 31s	505.5%	2.9 GB	3.7 GB	61.1 GB	59.7 GB
55	31/6f360a	107145	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (nH3K4_N_R1)	COMPLETED	0	2025-01-23 22:08:52.015	6m 26s	6m 21s	497.2%	1.5 GB	3.1 GB	34.8 GB	33.8 GB
6	15/c30009	166700	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (H3K27_A_R1)	COMPLETED	0	2025-01-23 22:11:12.592	5m 49s	5m 45s	478.3%	1.5 GB	3.1 GB	29.7 GB	28.8 GB
22	02/c96649	232821	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (H3K4_A_R1)	COMPLETED	0	2025-01-23 22:14:01.742	4m 35s	4m 32s	495.5%	1.5 GB	3.1 GB	23.2 GB	22.5 GB
50	22/cb07e8	202629	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (nH3K27_N_R2)	COMPLETED	0	2025-01-23 22:12:55.457	5m 59s	5m 56s	494.1%	1.5 GB	3.1 GB	31.1 GB	30.2 GB
27	7a/e9aa32	273098	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (H3K4_A_R4)	COMPLETED	0	2025-01-23 22:15:18.314	4m	3m 57s	502.8%	1.4 GB	3.1 GB	21.5 GB	20.9 GB
48	f3/70b964	219517	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (nH3K27_A_R3)	COMPLETED	0	2025-01-23 22:13:34.686	5m 53s	5m 48s	501.5%	1.5 GB	3.1 GB	30.9 GB	30 GB
34	db/5f699f	317848	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (H3K4_N_R3)	COMPLETED	0	2025-01-23 22:17:01.929	4m 32s	4m 28s	499.0%	1.5 GB	3.1 GB	26.3 GB	25.5 GB
21	70/3a6308	367109	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (H3K27_N_R4)	COMPLETED	0	2025-01-23 22:19:18.120	5m 7s	5m 4s	520.3%	1.5 GB	3.1 GB	29.9 GB	29 GB
47	13/ad3a6d	355899	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (nH3K27_A_R2)	COMPLETED	0	2025-01-23 22:18:54.252	5m 45s	5m 42s	530.5%	1.5 GB	3.1 GB	34.3 GB	33.3 GB
57	1c/29ef7e	348827	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (nH3K4_N_R3)	COMPLETED	0	2025-01-23 22:18:36.861	6m 3s	6m 1s	514.3%	1.5 GB	3.1 GB	35.4 GB	34.4 GB
8	3a/6150d7	372687	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (H3K27_A_R2)	COMPLETED	0	2025-01-23 22:19:27.342	5m 26s	5m 23s	533.5%	1.5 GB	3.1 GB	33.3 GB	32.3 GB
10	4e/c979ac	435833	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (H3K27_A_R3)	COMPLETED	0	2025-01-23 22:21:33.987	4m 40s	4m 37s	508.3%	1.5 GB	3.1 GB	29.1 GB	28.2 GB
25	0b/53930b	31591	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (H3K4_A_R3)	COMPLETED	0	2025-01-23 22:24:53.342	4m 50s	4m 47s	525.6%	1.5 GB	3.1 GB	29.6 GB	28.7 GB
11	96/b74436	66402	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (H3K27_A_R4)	COMPLETED	0	2025-01-23 22:26:14.133	4m 7s	4m 4s	521.0%	1.5 GB	3.1 GB	25.4 GB	24.7 GB
51	27/d3cabc	23032	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (nH3K27_N_R3)	COMPLETED	0	2025-01-23 22:24:39.403	5m 50s	5m 47s	526.5%	1.5 GB	3.1 GB	36.2 GB	35.1 GB
23	3c/088725	129670	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (H3K4_A_R2)	COMPLETED	0	2025-01-23 22:29:43.507	3m 25s	3m 21s	510.4%	1.4 GB	3.1 GB	20.2 GB	19.6 GB
71	24/29b212	146585	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (H3K4_N_R4)	COMPLETED	0	2025-01-23 22:30:29.162	9m 51s	9m 48s	1198.7%	3.3 GB	4.7 GB	6.2 GB	3.5 GB
101	d6/d96810	213405	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (H3K4_N_R4)	COMPLETED	0	2025-01-23 22:40:21.144	2.6s	38ms	17.8%	3 MB	3.9 MB	105.4 KB	791 B
36	26/af73ea	18593	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (IgG_A_R1)	COMPLETED	0	2025-01-23 22:24:25.021	17m 26s	17m 23s	512.4%	3.6 GB	4.3 GB	108.6 GB	106 GB
37	7f/02814c	23420	NFCORE_CUTANDRUN:CUTANDRUN:FASTQC_TRIMGALORE:TRIMGALORE (IgG_N_R1)	COMPLETED	0	2025-01-23 22:24:40.142	17m 25s	17m 21s	511.8%	3.5 GB	4.3 GB	108.7 GB	106.1 GB
76	9f/0cfb2b	176496	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (H3K4_N_R1)	COMPLETED	0	2025-01-23 22:33:08.255	14m 20s	14m 18s	1198.7%	3.3 GB	4.7 GB	6.7 GB	4 GB
105	20/04e62e	245110	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (H3K4_N_R1)	COMPLETED	0	2025-01-23 22:47:29.677	4.1s	272ms	2.9%	2.9 MB	3.9 MB	105.4 KB	791 B
75	5b/4e7e6d	142947	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (nH3K4_N_R2)	COMPLETED	0	2025-01-23 22:30:20.949	24m 50s	24m 47s	1205.1%	3.3 GB	5.3 GB	10 GB	7.6 GB
107	17/4c5ee5	274751	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (nH3K4_N_R2)	COMPLETED	0	2025-01-23 22:55:11.966	4s	39ms	15.8%	2.9 MB	3.9 MB	105.4 KB	794 B
73	90/bf01da	213226	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (nH3K27_N_R1)	COMPLETED	0	2025-01-23 22:40:20.115	22m 51s	22m 48s	1075.4%	3.3 GB	5 GB	8.3 GB	5.7 GB
110	78/e8b676	294821	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (nH3K27_N_R1)	COMPLETED	0	2025-01-23 23:03:12.170	3.9s	146ms	5.9%	3.1 MB	3.9 MB	105.4 KB	792 B
78	b6/e224ae	274589	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (H3K4_N_R2)	COMPLETED	0	2025-01-23 22:55:10.916	16m 12s	16m 8s	1199.1%	3.3 GB	5.2 GB	7.3 GB	4.7 GB
111	cd/2ecfa9	314146	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (H3K4_N_R2)	COMPLETED	0	2025-01-23 23:11:23.598	4s	216ms	3.6%	2.9 MB	3.9 MB	105.4 KB	791 B
74	d0/736872	244844	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (H3K27_N_R2)	COMPLETED	0	2025-01-23 22:47:28.611	27m 49s	27m 46s	1194.3%	3.3 GB	5 GB	10.3 GB	8 GB
113	7d/5a8bb2	326202	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (H3K27_N_R2)	COMPLETED	0	2025-01-23 23:15:19.018	3.6s	122ms	6.8%	4 MB	7.9 MB	105.4 KB	793 B
72	76/8a86e1	222065	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (nH3K4_A_R2)	COMPLETED	0	2025-01-23 22:42:05.219	40m 19s	40m 16s	1041.3%	3.3 GB	4.9 GB	9.7 GB	7.3 GB
115	65/7f65c8	348522	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (nH3K4_A_R2)	COMPLETED	0	2025-01-23 23:22:25.314	3.9s	58ms	12.0%	3 MB	3.9 MB	105.4 KB	793 B
77	2b/139d06	219667	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (nH3K4_A_R1)	COMPLETED	0	2025-01-23 22:41:50.896	45m 25s	45m 21s	1043.0%	3.3 GB	4.7 GB	10.5 GB	8.2 GB
118	48/936347	362884	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (nH3K4_A_R1)	COMPLETED	0	2025-01-23 23:27:17.074	3.6s	67ms	11.4%	2.9 MB	3.9 MB	105.4 KB	794 B
79	b3/e5db1c	294657	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (H3K27_N_R1)	COMPLETED	0	2025-01-23 23:03:11.142	36m 14s	36m 10s	991.8%	3.3 GB	4.9 GB	9.6 GB	7.1 GB
120	4c/05e37f	404003	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (H3K27_N_R1)	COMPLETED	0	2025-01-23 23:39:26.620	4.3s	82ms	8.4%	3.9 MB	7.9 MB	105.4 KB	794 B
80	90/dbf2c6	313981	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (H3K27_N_R3)	COMPLETED	0	2025-01-23 23:11:22.569	30m 7s	30m 3s	1077.9%	3.3 GB	5.1 GB	9.3 GB	6.9 GB
122	cf/8ea883	416718	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (H3K27_N_R3)	COMPLETED	0	2025-01-23 23:41:30.633	3.8s	49ms	13.9%	2.9 MB	3.9 MB	105.4 KB	794 B
81	4e/7e71a5	326040	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (nH3K27_A_R1)	COMPLETED	0	2025-01-23 23:15:17.959	41m 16s	41m 12s	1039.2%	3.3 GB	4.7 GB	10.2 GB	7.8 GB
124	34/22f7f7	38536	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (nH3K27_A_R1)	COMPLETED	0	2025-01-23 23:56:34.778	4.7s	64ms	11.9%	2.8 MB	3.9 MB	105.4 KB	794 B
83	e2/1361c6	362640	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (nH3K4_A_R3)	COMPLETED	0	2025-01-23 23:27:16.051	33m 56s	33m 51s	991.9%	3.3 GB	4.7 GB	8.4 GB	5.9 GB
126	d0/eb41b2	63933	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (nH3K4_A_R3)	COMPLETED	0	2025-01-24 00:01:12.986	10.1s	168ms	3.2%	2.8 MB	3.9 MB	105.3 KB	792 B
85	f1/12c35c	416426	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (nH3K4_N_R1)	COMPLETED	0	2025-01-23 23:41:29.543	36m 23s	36m 19s	970.0%	3.3 GB	4.7 GB	9.6 GB	7 GB
128	65/09ed0d	142776	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (nH3K4_N_R1)	COMPLETED	0	2025-01-24 00:17:53.532	3.3s	44ms	15.6%	2.8 MB	3.9 MB	105.4 KB	793 B
87	4a/d0d633	63695	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (H3K4_A_R1)	COMPLETED	0	2025-01-24 00:01:11.873	27m 6s	27m 2s	1023.0%	3.3 GB	4.7 GB	7.7 GB	5.1 GB
130	c7/16b959	165089	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (H3K4_A_R1)	COMPLETED	0	2025-01-24 00:28:19.379	3.5s	43ms	14.7%	2.8 MB	3.9 MB	105.3 KB	791 B
86	5c/984307	38361	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (H3K27_A_R1)	COMPLETED	0	2025-01-23 23:56:33.750	34m 24s	34m 20s	1031.8%	3.3 GB	4.7 GB	9.2 GB	6.7 GB
