task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
747	80/35841c	118341	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDGRAPHTOBIGWIG (H3K4_N_R2)	COMPLETED	0	2025-01-24 03:01:02.655	18.9s	17s	95.4%	43 MB	57.4 MB	573.1 MB	51.3 MB
717	5f/e73645	77077	NFCORE_CUTANDRUN:CUTANDRUN:MACS2_CALLPEAK_IGG (nH3K27_N_R1)	COMPLETED	0	2025-01-24 02:58:10.222	3m 23s	3m 20s	96.2%	722.4 MB	8.7 GB	3.1 GB	1.8 GB
748	d3/fbda4b	120108	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDGRAPHTOBIGWIG (nH3K4_A_R3)	COMPLETED	0	2025-01-24 03:01:07.163	29.5s	27s	92.6%	50.3 MB	64.7 MB	764.6 MB	65.9 MB
720	b5/91f3a4	81197	NFCORE_CUTANDRUN:CUTANDRUN:MACS2_CALLPEAK_IGG (nH3K27_N_R2)	COMPLETED	0	2025-01-24 02:58:14.377	3m 26s	3m 23s	96.1%	800.7 MB	8.7 GB	3.2 GB	1.8 GB
750	87/8ef3e2	125864	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDGRAPHTOBIGWIG (nH3K4_N_R2)	COMPLETED	0	2025-01-24 03:01:21.621	27.2s	26s	95.7%	41.6 MB	56.2 MB	743.8 MB	64.5 MB
723	70/f54f7a	131443	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDCLIP (H3K27_N_R2)	COMPLETED	0	2025-01-24 03:01:40.584	12.7s	11s	87.3%	8 MB	18.5 MB	337.4 MB	337.3 MB
751	30/441106	130119	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_FRAGMENTS:AWK (nH3K27_A_R2)	COMPLETED	0	2025-01-24 03:01:36.658	20s	17.7s	75.2%	5 MB	7.9 MB	967.7 MB	967.6 MB
718	ff/1d2717	86181	NFCORE_CUTANDRUN:CUTANDRUN:MACS2_CALLPEAK_IGG (nH3K4_N_R2)	COMPLETED	0	2025-01-24 02:58:23.711	3m 43s	3m 40s	96.3%	784.9 MB	8.7 GB	3.3 GB	1.8 GB
752	6b/a68f2c	133619	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDGRAPHTOBIGWIG (nH3K4_N_R1)	COMPLETED	0	2025-01-24 03:01:48.854	23.2s	20s	95.4%	36 MB	50.3 MB	670.5 MB	58.3 MB
719	1d/566a53	70143	NFCORE_CUTANDRUN:CUTANDRUN:MACS2_CALLPEAK_IGG (nH3K4_N_R1)	COMPLETED	0	2025-01-24 02:57:34.374	4m 40s	4m 1s	96.6%	764.2 MB	8.7 GB	3.2 GB	1.8 GB
721	ec/10c8a3	70009	NFCORE_CUTANDRUN:CUTANDRUN:MACS2_CALLPEAK_IGG (nH3K4_N_R3)	COMPLETED	0	2025-01-24 02:57:34.269	4m 43s	4m 4s	95.8%	780.9 MB	8.7 GB	3.2 GB	1.8 GB
753	2d/dece87	136320	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDGRAPHTOBIGWIG (nH3K27_N_R2)	COMPLETED	0	2025-01-24 03:01:56.661	22s	19s	93.3%	38.4 MB	53 MB	602.4 MB	55.5 MB
725	bb/104ca1	139328	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDCLIP (nH3K4_A_R1)	COMPLETED	0	2025-01-24 03:02:06.917	13.2s	11s	86.4%	7.8 MB	18.5 MB	357.8 MB	357.7 MB
726	78/5cf019	141323	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDCLIP (H3K4_N_R3)	COMPLETED	0	2025-01-24 03:02:14.575	8.4s	7s	85.1%	7.7 MB	18.5 MB	219.7 MB	219.6 MB
727	33/82cc71	142709	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDCLIP (H3K27_N_R3)	COMPLETED	0	2025-01-24 03:02:17.757	11.7s	9s	84.5%	7.8 MB	18.5 MB	300 MB	299.9 MB
729	db/5c503b	145205	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDCLIP (nH3K4_N_R3)	COMPLETED	0	2025-01-24 03:02:23.040	8.9s	6s	85.3%	7.8 MB	18.5 MB	245.1 MB	245 MB
755	44/996bc8	140682	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDGRAPHTOBIGWIG (H3K4_A_R1)	COMPLETED	0	2025-01-24 03:02:12.044	23s	21s	95.8%	34.9 MB	49.3 MB	660.4 MB	56.6 MB
730	94/ea24dd	147436	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDCLIP (nH3K27_A_R1)	COMPLETED	0	2025-01-24 03:02:29.523	10.8s	9s	84.8%	7.8 MB	18.5 MB	331.9 MB	331.9 MB
756	91/25286e	143016	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDGRAPHTOBIGWIG (H3K4_A_R4)	COMPLETED	0	2025-01-24 03:02:18.682	22s	19s	96.1%	36.8 MB	51.4 MB	648 MB	54.8 MB
733	e7/ab8b10	148419	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDCLIP (nH3K27_A_R3)	COMPLETED	0	2025-01-24 03:02:31.928	10.1s	7s	83.6%	7.9 MB	18.5 MB	296.7 MB	296.7 MB
728	eb/4e9cc7	143730	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:BEDTOOLS_SORT (H3K4_A_R2)	COMPLETED	0	2025-01-24 03:02:20.109	23.8s	20s	95.6%	2.2 GB	2.8 GB	208 MB	207.9 MB
735	eb/943aed	151294	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDCLIP (H3K27_A_R3)	COMPLETED	0	2025-01-24 03:02:40.350	10.2s	8s	84.1%	8 MB	18.5 MB	297 MB	296.9 MB
724	52/770052	134949	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_FRAGMENTS:BEDTOOLS_BAMTOBED (H3K4_A_R3)	COMPLETED	0	2025-01-24 03:01:53.279	57.8s	56s	93.3%	7.3 MB	13.7 MB	886.5 MB	882.5 MB
737	49/b8f81c	152284	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDCLIP (H3K27_A_R1)	COMPLETED	0	2025-01-24 03:02:42.083	10.6s	8s	84.5%	8 MB	18.5 MB	307.7 MB	307.6 MB
738	9e/376009	153311	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDCLIP (H3K27_N_R4)	COMPLETED	0	2025-01-24 03:02:43.888	10.4s	8s	84.0%	7.6 MB	18.5 MB	303.9 MB	303.8 MB
494	ec/003400	118729	NFCORE_CUTANDRUN:CUTANDRUN:DEEPTOOLS_QC:DEEPTOOLS_PLOTFINGERPRINT (H3K4_N_R2)	COMPLETED	0	2025-01-24 03:01:03.751	1m 53s	1m 50s	590.3%	1 GB	3.2 GB	30.1 GB	5.3 MB
739	da/cc9aff	155394	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDCLIP (nH3K27_A_R2)	COMPLETED	0	2025-01-24 03:02:50.532	11.4s	9s	84.1%	7.8 MB	18.5 MB	328.6 MB	328.5 MB
757	b6/ecee7c	149515	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDGRAPHTOBIGWIG (H3K27_N_R1)	COMPLETED	0	2025-01-24 03:02:35.095	29.8s	27s	96.4%	51.1 MB	65.5 MB	942.8 MB	72.6 MB
743	b9/f8dcf5	157175	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDCLIP (H3K27_A_R2)	COMPLETED	0	2025-01-24 03:02:54.323	12.4s	10s	85.9%	7.9 MB	18.5 MB	337 MB	336.9 MB
746	8c/d10795	160517	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDCLIP (nH3K27_N_R3)	COMPLETED	0	2025-01-24 03:03:02.003	10.7s	8s	87.6%	7.9 MB	18.5 MB	235.1 MB	235 MB
758	61/0dfe7a	151540	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDGRAPHTOBIGWIG (nH3K4_A_R2)	COMPLETED	0	2025-01-24 03:02:40.695	32.4s	30s	96.0%	49.2 MB	63.6 MB	934.2 MB	75.8 MB
749	1c/907652	163598	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDCLIP (H3K4_A_R3)	COMPLETED	0	2025-01-24 03:03:06.724	11.4s	9s	84.9%	8 MB	18.5 MB	301.5 MB	301.4 MB
768	86/a7c282	168653	NFCORE_CUTANDRUN:CUTANDRUN:PEAK_TO_BED (nH3K27_N_R1)	COMPLETED	0	2025-01-24 03:03:18.178	3.8s	29ms	19.9%	3 MB	3.9 MB	107 KB	11.1 KB
771	5a/ec81ef	168870	NFCORE_CUTANDRUN:CUTANDRUN:PEAK_TO_BED (nH3K27_N_R2)	COMPLETED	0	2025-01-24 03:03:18.516	3.4s	34ms	0.0%	3 MB	3.9 MB	129.4 KB	26.2 KB
754	14/363881	166536	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDCLIP (H3K27_A_R4)	COMPLETED	0	2025-01-24 03:03:12.718	11.9s	9s	87.0%	7.7 MB	18.5 MB	259.5 MB	259.4 MB
775	59/47720c	171802	NFCORE_CUTANDRUN:CUTANDRUN:PEAK_TO_BED (nH3K4_N_R2)	COMPLETED	0	2025-01-24 03:03:21.968	3.9s	35ms	19.0%	2.8 MB	3.9 MB	130.2 KB	26.5 KB
778	aa/3a1999	174145	NFCORE_CUTANDRUN:CUTANDRUN:PEAK_TO_BED (nH3K4_N_R1)	COMPLETED	0	2025-01-24 03:03:25.851	3.5s	34ms	19.3%	3 MB	3.9 MB	132.9 KB	28.3 KB
759	7f/f746c4	162582	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_FRAGMENTS:AWK (H3K27_A_R2)	COMPLETED	0	2025-01-24 03:03:04.926	26.8s	23.9s	71.5%	4.8 MB	7.9 MB	1 GB	1 GB
760	e4/3cd880	166776	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_FRAGMENTS:AWK (nH3K27_N_R3)	COMPLETED	0	2025-01-24 03:03:13.162	18.9s	15.7s	71.0%	4.8 MB	7.9 MB	708.3 MB	708.2 MB
780	0e/291e83	176448	NFCORE_CUTANDRUN:CUTANDRUN:PEAK_TO_BED (nH3K4_N_R3)	COMPLETED	0	2025-01-24 03:03:29.327	3s	35ms	17.9%	2.8 MB	3.9 MB	124.4 KB	22.7 KB
761	c7/e39fc7	168622	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_FRAGMENTS:AWK (H3K27_A_R4)	COMPLETED	0	2025-01-24 03:03:18.100	19.3s	16s	75.4%	5.1 MB	7.9 MB	786.8 MB	786.7 MB
742	1c/7f3d73	156540	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_FRAGMENTS:BEDTOOLS_BAMTOBED (H3K4_A_R2)	COMPLETED	0	2025-01-24 03:02:52.661	44.8s	42s	93.5%	7.5 MB	13.7 MB	602 MB	601.6 MB
773	6d/280dca	168882	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDGRAPHTOBIGWIG (H3K27_N_R2)	COMPLETED	0	2025-01-24 03:03:18.539	37.5s	34s	92.4%	50.5 MB	65 MB	1011.9 MB	77.2 MB
784	f9/cef288	178197	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDGRAPHTOBIGWIG (H3K4_N_R3)	COMPLETED	0	2025-01-24 03:03:32.113	25.9s	22s	94.5%	45.6 MB	60.1 MB	659 MB	56.7 MB
793	6d/87e20f	181472	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_FRAGMENTS:AWK (H3K4_A_R3)	COMPLETED	0	2025-01-24 03:03:37.648	24.7s	21.4s	69.1%	4.8 MB	7.9 MB	882.6 MB	882.5 MB
785	fe/40f02b	178619	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDGRAPHTOBIGWIG (H3K27_N_R3)	COMPLETED	0	2025-01-24 03:03:32.379	32.3s	29s	95.0%	47.8 MB	62.3 MB	899.7 MB	70.4 MB
786	29/66bb63	181145	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDGRAPHTOBIGWIG (nH3K4_N_R3)	COMPLETED	0	2025-01-24 03:03:37.422	29.2s	26s	93.7%	49 MB	63.3 MB	735.1 MB	62.4 MB
805	25/39e18d	196709	NFCORE_CUTANDRUN:CUTANDRUN:AWK_NAME_PEAK_BED (nH3K27_N_R2)	COMPLETED	0	2025-01-24 03:04:06.633	3.3s	29ms	20.8%	3.1 MB	3.9 MB	129.4 KB	40.8 KB
783	17/2175d6	178087	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDGRAPHTOBIGWIG (nH3K4_A_R1)	COMPLETED	0	2025-01-24 03:03:31.792	38.4s	35s	93.7%	49.6 MB	64 MB	1 GB	82.9 MB
794	f2/4f8d6f	181521	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDGRAPHTOBIGWIG (H3K27_A_R1)	COMPLETED	0	2025-01-24 03:03:37.686	34s	30s	95.6%	44.4 MB	58.8 MB	922.9 MB	71.3 MB
762	9b/cc922b	173280	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:BEDTOOLS_SORT (nIgG_N_R1)	COMPLETED	0	2025-01-24 03:03:24.637	47.9s	43s	96.3%	3.7 GB	4.8 GB	361.7 MB	361.7 MB
790	ca/1c8a37	181376	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDGRAPHTOBIGWIG (nH3K27_A_R3)	COMPLETED	0	2025-01-24 03:03:37.584	35.7s	31s	93.2%	46.1 MB	60.4 MB	890 MB	73.2 MB
795	c6/75e0ad	181551	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDGRAPHTOBIGWIG (H3K27_N_R4)	COMPLETED	0	2025-01-24 03:03:37.720	35.7s	31s	93.7%	44.2 MB	58.8 MB	911.6 MB	70.9 MB
792	33/244e5c	181435	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDGRAPHTOBIGWIG (H3K27_A_R3)	COMPLETED	0	2025-01-24 03:03:37.616	36.1s	32s	93.6%	51.1 MB	65.6 MB	890.8 MB	69.4 MB
764	ea/2b5482	168628	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_FRAGMENTS:CUT (H3K27_A_R3)	COMPLETED	0	2025-01-24 03:03:18.122	58.3s	54.4s	88.0%	12.9 MB	25.3 MB	1.6 GB	923.8 MB
803	16/761cb4	198669	NFCORE_CUTANDRUN:CUTANDRUN:AWK_NAME_PEAK_BED (nH3K27_N_R1)	COMPLETED	0	2025-01-24 03:04:10.004	6.7s	37ms	14.2%	2.9 MB	3.9 MB	114.3 KB	17 KB
808	4d/7b66af	199490	NFCORE_CUTANDRUN:CUTANDRUN:AWK_NAME_PEAK_BED (nH3K4_N_R2)	COMPLETED	0	2025-01-24 03:04:11.709	5.2s	40ms	17.1%	2.9 MB	3.9 MB	129.7 KB	41.1 KB
788	28/ebaf09	181250	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDGRAPHTOBIGWIG (nH3K27_A_R1)	COMPLETED	0	2025-01-24 03:03:37.508	39.7s	35s	93.9%	51.3 MB	65.9 MB	995.7 MB	78.7 MB
766	5f/0a966b	168630	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_FRAGMENTS:CUT (H3K27_N_R4)	COMPLETED	0	2025-01-24 03:03:18.148	59.3s	55.3s	86.7%	13.1 MB	25.3 MB	1.6 GB	908.9 MB
809	71/f99603	200347	NFCORE_CUTANDRUN:CUTANDRUN:AWK_NAME_PEAK_BED (nH3K4_N_R1)	COMPLETED	0	2025-01-24 03:04:13.284	4.5s	32ms	19.3%	2.9 MB	3.9 MB	131.5 KB	43.9 KB
774	67/c7c31c	171770	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_FRAGMENTS:CUT (nH3K27_A_R2)	COMPLETED	0	2025-01-24 03:03:21.949	59.9s	54.1s	89.7%	13 MB	25.3 MB	1.7 GB	975.6 MB
814	75/8357fb	202863	NFCORE_CUTANDRUN:CUTANDRUN:AWK_NAME_PEAK_BED (nH3K4_N_R3)	COMPLETED	0	2025-01-24 03:04:16.417	6.4s	39ms	0.0%	2.9 MB	3.9 MB	125.9 KB	35.1 KB
830	da/7397f4	203676	NFCORE_CUTANDRUN:CUTANDRUN:PEAK_QC:CUT_CALC_REPROD (nH3K27_N_R1)	COMPLETED	0	2025-01-24 03:04:17.824	5.1s	33ms	19.8%	3 MB	3.9 MB	107.9 KB	5.6 KB
823	5c/7a8198	203490	NFCORE_CUTANDRUN:CUTANDRUN:PEAK_QC:CUT_CALC_REPROD (nH3K27_N_R2)	COMPLETED	0	2025-01-24 03:04:17.476	6s	31ms	21.0%	2.8 MB	3.9 MB	131.7 KB	12.6 KB
791	93/597068	200065	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDCLIP (H3K4_A_R2)	COMPLETED	0	2025-01-24 03:04:12.601	11.7s	7s	84.8%	7.8 MB	18.5 MB	208 MB	207.9 MB
831	78/bb230f	207171	NFCORE_CUTANDRUN:CUTANDRUN:PEAK_QC:CUT_CALC_REPROD (nH3K4_N_R2)	COMPLETED	0	2025-01-24 03:04:21.839	3.2s	52ms	13.8%	2.9 MB	3.9 MB	132 KB	13 KB
833	38/8f61a4	208093	NFCORE_CUTANDRUN:CUTANDRUN:PEAK_QC:CUT_CALC_REPROD (nH3K4_N_R1)	COMPLETED	0	2025-01-24 03:04:22.884	3.7s	32ms	0.0%	2.9 MB	3.9 MB	134.8 KB	13.8 KB
834	0d/4a63a5	208164	NFCORE_CUTANDRUN:CUTANDRUN:PEAK_QC:CUT_CALC_REPROD (nH3K4_N_R3)	COMPLETED	0	2025-01-24 03:04:22.980	5.5s	28ms	21.5%	3 MB	3.9 MB	126 KB	11.1 KB
799	6a/6fcbc1	194597	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDGRAPHTOBIGWIG (nH3K27_N_R3)	COMPLETED	0	2025-01-24 03:04:02.415	27.5s	25s	94.2%	42.3 MB	56.8 MB	705.2 MB	61.9 MB
796	b7/a116d0	191826	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDGRAPHTOBIGWIG (nH3K27_A_R2)	COMPLETED	0	2025-01-24 03:03:56.032	34s	31s	97.6%	47.2 MB	61.6 MB	985.7 MB	77.2 MB
804	3c/b48529	209262	NFCORE_CUTANDRUN:CUTANDRUN:PEAK_QC:PRIMARY_PEAK_COUNTS (nH3K27_N_R2)	COMPLETED	0	2025-01-24 03:04:24.345	8.3s	0ms	21.8%	3.1 MB	4.3 MB	161.3 KB	51.8 KB
802	a8/61bacb	209268	NFCORE_CUTANDRUN:CUTANDRUN:PEAK_QC:PRIMARY_PEAK_COUNTS (nH3K27_N_R1)	COMPLETED	0	2025-01-24 03:04:24.364	8.4s	0ms	16.8%	3.1 MB	4.3 MB	131 KB	21.6 KB
807	9e/87d5e6	209278	NFCORE_CUTANDRUN:CUTANDRUN:PEAK_QC:PRIMARY_PEAK_COUNTS (nH3K4_N_R2)	COMPLETED	0	2025-01-24 03:04:24.384	8.6s	0ms	17.0%	3.2 MB	4.3 MB	161.9 KB	52.5 KB
810	dd/e7a429	211367	NFCORE_CUTANDRUN:CUTANDRUN:PEAK_QC:PRIMARY_PEAK_COUNTS (nH3K4_N_R1)	COMPLETED	0	2025-01-24 03:04:26.739	6.9s	0ms	20.5%	3.2 MB	4.3 MB	165.6 KB	56.1 KB
816	09/abaa0f	203071	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_FRAGMENTS:AWK (H3K4_A_R2)	COMPLETED	0	2025-01-24 03:04:16.977	18.1s	12.5s	77.4%	4.9 MB	7.9 MB	601.7 MB	601.6 MB
813	05/30c8f6	213755	NFCORE_CUTANDRUN:CUTANDRUN:PEAK_QC:PRIMARY_PEAK_COUNTS (nH3K4_N_R3)	COMPLETED	0	2025-01-24 03:04:29.912	5.6s	0ms	38.8%	3.3 MB	4.3 MB	154.3 KB	44.8 KB
801	ce/304dc1	195745	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDGRAPHTOBIGWIG (H3K4_A_R3)	COMPLETED	0	2025-01-24 03:04:04.750	32.8s	30s	95.9%	43.7 MB	58.1 MB	904.3 MB	70.1 MB
798	45/62b2b1	192655	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDGRAPHTOBIGWIG (H3K27_A_R2)	COMPLETED	0	2025-01-24 03:03:58.079	39.6s	37s	93.4%	54.5 MB	69 MB	1010.8 MB	77.4 MB
806	d9/c9ded8	198825	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDGRAPHTOBIGWIG (H3K27_A_R4)	COMPLETED	0	2025-01-24 03:04:10.262	31.9s	27s	94.9%	47.2 MB	61.7 MB	778.3 MB	62.8 MB
826	45/138478	216302	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDCLIP (nIgG_N_R1)	COMPLETED	0	2025-01-24 03:04:33.053	15.3s	12s	87.9%	8.1 MB	18.5 MB	361.8 MB	361.7 MB
835	06/aeddee	209285	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDGRAPHTOBIGWIG (H3K4_A_R2)	COMPLETED	0	2025-01-24 03:04:24.409	24.1s	21s	94.9%	33.6 MB	48.3 MB	623.8 MB	53.8 MB
812	07/f2a856	200700	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_FRAGMENTS:CUT (nH3K27_N_R3)	COMPLETED	0	2025-01-24 03:04:13.728	45.9s	40.1s	88.6%	12.7 MB	25.3 MB	1.2 GB	698.2 MB
815	aa/6d6117	202934	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_FRAGMENTS:CUT (H3K27_A_R4)	COMPLETED	0	2025-01-24 03:04:16.700	48.5s	42.8s	91.0%	13.2 MB	25.3 MB	1.3 GB	769.4 MB
838	5f/6597be	217462	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_FRAGMENTS:CUT (H3K4_A_R2)	COMPLETED	0	2025-01-24 03:04:35.556	36.4s	33.3s	88.4%	13 MB	25.2 MB	1 GB	577.8 MB
819	4a/9b284d	203425	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_FRAGMENTS:CUT (H3K4_A_R3)	COMPLETED	0	2025-01-24 03:04:17.271	59.5s	55.1s	87.0%	13 MB	25.3 MB	1.5 GB	871.9 MB
811	67/5522a9	200462	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_FRAGMENTS:CUT (H3K27_A_R2)	COMPLETED	0	2025-01-24 03:04:13.412	1m 6s	59.9s	89.9%	13.1 MB	25.3 MB	1.8 GB	1 GB
842	0c/4c7e93	222168	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:UCSC_BEDGRAPHTOBIGWIG (nIgG_N_R1)	COMPLETED	0	2025-01-24 03:04:48.538	43.5s	40s	90.6%	48.4 MB	62.9 MB	1.1 GB	80.7 MB
722	c4/ef01e8	128258	NFCORE_CUTANDRUN:CUTANDRUN:MACS2_CALLPEAK_IGG (nH3K27_N_R3)	COMPLETED	0	2025-01-24 03:01:33.281	4m 12s	4m 10s	97.8%	753.9 MB	8.7 GB	3.2 GB	1.8 GB
844	1c/c6ffc4	237971	NFCORE_CUTANDRUN:CUTANDRUN:PEAK_TO_BED (nH3K27_N_R3)	COMPLETED	0	2025-01-24 03:05:46.583	2.3s	34ms	0.0%	2.9 MB	3.9 MB	153.4 KB	42.3 KB
847	6f/92ff48	239297	NFCORE_CUTANDRUN:CUTANDRUN:AWK_NAME_PEAK_BED (nH3K27_N_R3)	COMPLETED	0	2025-01-24 03:05:49.869	2.2s	46ms	16.0%	3 MB	3.9 MB	145.5 KB	66.1 KB
846	28/19bea8	240769	NFCORE_CUTANDRUN:CUTANDRUN:PEAK_QC:PRIMARY_PEAK_COUNTS (nH3K27_N_R3)	COMPLETED	0	2025-01-24 03:05:52.098	2.4s	0ms	23.4%	3.2 MB	4.3 MB	193.5 KB	84.1 KB
848	98/a2991e	241928	NFCORE_CUTANDRUN:CUTANDRUN:PEAK_QC:CUT_CALC_REPROD (nH3K27_N_R3)	COMPLETED	0	2025-01-24 03:05:54.515	2.6s	30ms	0.0%	2.8 MB	3.9 MB	157 KB	20.1 KB
499	4c/1dfe64	158167	NFCORE_CUTANDRUN:CUTANDRUN:DEEPTOOLS_QC:DEEPTOOLS_PLOTFINGERPRINT (nH3K4_N_R2)	COMPLETED	0	2025-01-24 03:02:57.088	3m 24s	3m 21s	578.6%	941.3 MB	3.2 GB	50.2 GB	5.6 MB
740	0f/166f97	155764	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (IgG_N_R1)	COMPLETED	0	2025-01-24 03:02:51.130	3m 52s	3m 49s	406.7%	5.3 GB	6.5 GB	7.1 GB	6.3 GB
502	1e/aeeebe	222136	NFCORE_CUTANDRUN:CUTANDRUN:DEEPTOOLS_QC:DEEPTOOLS_PLOTFINGERPRINT (nH3K4_A_R3)	COMPLETED	0	2025-01-24 03:04:48.410	2m 42s	2m 38s	710.3%	937.2 MB	3.2 GB	52.3 GB	5.6 MB
849	e2/c4c824	257003	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (IgG_N_R1)	COMPLETED	0	2025-01-24 03:06:43.755	49.8s	48s	157.1%	22.7 MB	220.9 MB	3.1 GB	1.9 MB
850	b7/ae8c20	257002	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:SAMTOOLS_VIEW (IgG_N_R1)	COMPLETED	0	2025-01-24 03:06:43.739	1m 11s	1m 8s	455.9%	12.3 MB	523.5 MB	3.1 GB	2.3 GB
510	cf/08459b	248867	NFCORE_CUTANDRUN:CUTANDRUN:DEEPTOOLS_QC:DEEPTOOLS_PLOTFINGERPRINT (H3K27_N_R1)	COMPLETED	0	2025-01-24 03:06:21.236	1m 47s	1m 44s	676.3%	1008.1 MB	3.2 GB	30.8 GB	5.5 MB
103	19/57c64f	407265	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (IgG_A_R1)	COMPLETED	0	2025-01-24 01:41:41.934	1h 26m 38s	1h 26m 36s	1204.9%	3.3 GB	5.1 GB	21.3 GB	18.1 GB
